#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,gemv_nvfp4_kernel
198,00007ffc c55ec050,"      LDG.E.U8.CONSTANT R24, desc[UR12][R24.64]",0,23,15,Load/Store,458752,32,Global,Load,8,,3211264,,,,
199,00007ffc c55ec060,"      LDG.E.U8.CONSTANT R22, desc[UR12][R22.64]",0,22,18,Load/Store,458752,32,Global,Load,8,,3211264,,,,
200,00007ffc c55ec070,"      VIADD R29, R3, 0x8",0,22,3,Integer,458752,32,,,,,,,,,
201,00007ffc c55ec080,"      ISETP.GE.AND P0, PT, R29, R4, PT",0,22,54,Integer,458752,32,,,,,,,,,
202,00007ffc c55ec090,"      SHF.R.U32.HI R9, RZ, 0x4, R24",0,23,87,Integer,458752,32,,,,,,,,,
203,00007ffc c55ec0a0,"      SHF.R.U32.HI R27, RZ, 0x4, R22",0,23,19,Integer,458752,32,,,,,,,,,
204,00007ffc c55ec0b0,"      F2FP.F16.E2M1.UNPACK_B R9, R9",0,22,16,Other,458752,32,,,,,,,,,
205,00007ffc c55ec0c0,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,22,11,Other,458752,32,,,,,,,,,
206,00007ffc c55ec0d0,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,22,18,Floating Point,458752,32,,,,,,,,,
207,00007ffc c55ec0e0,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,22,8,Floating Point,458752,32,,,,,,,,,
208,00007ffc c55ec0f0,"      FMUL.FTZ R28, R2, R9",0,23,19,Floating Point,458752,32,,,,,,,,,
209,00007ffc c55ec100,"      FMUL.FTZ R27, R0, R27",0,22,10,Floating Point,458752,32,,,,,,,,,
210,00007ffc c55ec110,"      FFMA.FTZ R7, R28, R27, R7",0,22,27,Floating Point,458752,32,,,,,,,,,
211,00007ffc c55ec120,@P0   BRA 0x7ffcc55ec9d0,0,20,6,Control,458752,,,,,,,,,,
212,00007ffc c55ec130,"      SHF.R.U32.HI R25, RZ, 0x1, R29",0,21,26,Integer,458752,32,,,,,,,,,
213,00007ffc c55ec140,"      IADD3 R22, P0, P1, R14, R12, R25",0,21,47,Integer,458752,32,,,,,,,,,
214,00007ffc c55ec150,"      IADD3.X R23, PT, PT, R6, R13, RZ, P0, P1",0,22,51,Integer,458752,32,,,,,,,,,
215,00007ffc c55ec160,"      IADD3 R24, P0, P1, R20, R10, R25",0,23,14,Integer,458752,32,,,,,,,,,
216,00007ffc c55ec170,"      LDG.E.U8.CONSTANT R9, desc[UR12][R22.64]",0,23,13,Load/Store,458752,32,Global,Load,8,,3211264,,,,
217,00007ffc c55ec180,"      IADD3.X R25, PT, PT, R26, R11, RZ, P0, P1",0,24,2,Integer,458752,32,,,,,,,,,
218,00007ffc c55ec190,"      LDG.E.U8.CONSTANT R27, desc[UR12][R24.64]",0,25,21,Load/Store,458752,32,Global,Load,8,,3211264,,,,
219,00007ffc c55ec1a0,"      LOP3.LUT R9, R9, 0xf, RZ, 0xc0, !PT",0,25,164,Integer,458752,32,,,,,,,,,
220,00007ffc c55ec1b0,"      F2FP.F16.E2M1.UNPACK_B R9, R9",0,25,46,Other,458752,32,,,,,,,,,
221,00007ffc c55ec1c0,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,25,19,Floating Point,458752,32,,,,,,,,,
222,00007ffc c55ec1d0,"      LOP3.LUT R27, R27, 0xf, RZ, 0xc0, !PT",0,25,4,Integer,458752,32,,,,,,,,,
223,00007ffc c55ec1e0,"      FMUL.FTZ R28, R2, R9",0,26,21,Floating Point,458752,32,,,,,,,,,
224,00007ffc c55ec1f0,"      VIADD R9, R3, 0x9",0,26,2,Integer,458752,32,,,,,,,,,
225,00007ffc c55ec200,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,26,8,Other,458752,32,,,,,,,,,
226,00007ffc c55ec210,"      ISETP.GE.AND P0, PT, R9, R4, PT",0,26,71,Integer,458752,32,,,,,,,,,
227,00007ffc c55ec220,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,26,5,Floating Point,458752,32,,,,,,,,,
228,00007ffc c55ec230,"      FMUL.FTZ R27, R0, R27",0,26,34,Floating Point,458752,32,,,,,,,,,
229,00007ffc c55ec240,"      FFMA.FTZ R7, R28, R27, R7",0,26,19,Floating Point,458752,32,,,,,,,,,
230,00007ffc c55ec250,@P0   BRA 0x7ffcc55ec9d0,0,24,15,Control,458752,,,,,,,,,,
231,00007ffc c55ec260,"      SHF.R.U32.HI R9, RZ, 0x1, R9",0,24,27,Integer,458752,32,,,,,,,,,
232,00007ffc c55ec270,"      IADD3 R28, P0, P1, R14, R12, R9",0,25,53,Integer,458752,32,,,,,,,,,
233,00007ffc c55ec280,"      IADD3.X R29, PT, PT, R6, R13, RZ, P0, P1",0,26,48,Integer,458752,32,,,,,,,,,
234,00007ffc c55ec290,"      LDG.E.U8.CONSTANT R28, desc[UR12][R28.64]",0,26,26,Load/Store,458752,32,Global,Load,8,,3211264,,,,
235,00007ffc c55ec2a0,"      SHF.R.U32.HI R27, RZ, 0x4, R28",0,26,171,Integer,458752,32,,,,,,,,,
236,00007ffc c55ec2b0,"      IADD3 R28, P0, P1, R20, R10, R9",0,26,7,Integer,458752,32,,,,,,,,,
237,00007ffc c55ec2c0,"      F2FP.F16.E2M1.UNPACK_B R9, R27",0,26,15,Other,458752,32,,,,,,,,,
238,00007ffc c55ec2d0,"      IADD3.X R29, PT, PT, R26, R11, RZ, P0, P1",0,26,7,Integer,458752,32,,,,,,,,,
239,00007ffc c55ec2e0,"      LDG.E.U8.CONSTANT R27, desc[UR12][R28.64]",0,27,16,Load/Store,458752,32,Global,Load,8,,3211264,,,,
240,00007ffc c55ec2f0,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,25,8,Floating Point,458752,32,,,,,,,,,
241,00007ffc c55ec300,"      FMUL.FTZ R9, R2, R9",0,25,32,Floating Point,458752,32,,,,,,,,,
242,00007ffc c55ec310,"      SHF.R.U32.HI R27, RZ, 0x4, R27",0,25,144,Integer,458752,32,,,,,,,,,
243,00007ffc c55ec320,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,25,38,Other,458752,32,,,,,,,,,
244,00007ffc c55ec330,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,25,25,Floating Point,458752,32,,,,,,,,,
245,00007ffc c55ec340,"      FMUL.FTZ R27, R0, R27",0,25,25,Floating Point,458752,32,,,,,,,,,
246,00007ffc c55ec350,"      FFMA.FTZ R7, R9, R27, R7",0,25,21,Floating Point,458752,32,,,,,,,,,
247,00007ffc c55ec360,"      VIADD R9, R3, 0xa",0,24,2,Integer,458752,32,,,,,,,,,
248,00007ffc c55ec370,"      ISETP.GE.AND P0, PT, R9, R4, PT",0,24,70,Integer,458752,32,,,,,,,,,
249,00007ffc c55ec380,@P0   BRA 0x7ffcc55ec9d0,0,23,63,Control,458752,,,,,,,,,,
250,00007ffc c55ec390,"      LDG.E.U8.CONSTANT R22, desc[UR12][R22.64+0x1]",0,23,16,Load/Store,458752,32,Global,Load,8,,3211264,,,,
251,00007ffc c55ec3a0,"      LDG.E.U8.CONSTANT R24, desc[UR12][R24.64+0x1]",0,22,25,Load/Store,458752,32,Global,Load,8,,3211264,,,,
252,00007ffc c55ec3b0,"      VIADD R29, R3, 0xb",0,22,6,Integer,458752,32,,,,,,,,,
253,00007ffc c55ec3c0,"      ISETP.GE.AND P0, PT, R29, R4, PT",0,22,65,Integer,458752,32,,,,,,,,,
254,00007ffc c55ec3d0,"      LOP3.LUT R9, R22, 0xf, RZ, 0xc0, !PT",0,23,94,Integer,458752,32,,,,,,,,,
255,00007ffc c55ec3e0,"      LOP3.LUT R27, R24, 0xf, RZ, 0xc0, !PT",0,23,33,Integer,458752,32,,,,,,,,,
256,00007ffc c55ec3f0,"      F2FP.F16.E2M1.UNPACK_B R9, R9",0,22,8,Other,458752,32,,,,,,,,,
257,00007ffc c55ec400,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,22,16,Other,458752,32,,,,,,,,,
258,00007ffc c55ec410,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,22,17,Floating Point,458752,32,,,,,,,,,
259,00007ffc c55ec420,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,22,9,Floating Point,458752,32,,,,,,,,,
260,00007ffc c55ec430,"      FMUL.FTZ R28, R2, R9",0,23,16,Floating Point,458752,32,,,,,,,,,
261,00007ffc c55ec440,"      FMUL.FTZ R27, R0, R27",0,22,12,Floating Point,458752,32,,,,,,,,,
262,00007ffc c55ec450,"      FFMA.FTZ R7, R28, R27, R7",0,22,20,Floating Point,458752,32,,,,,,,,,
263,00007ffc c55ec460,@P0   BRA 0x7ffcc55ec9d0,0,20,4,Control,458752,,,,,,,,,,
264,00007ffc c55ec470,"      SHF.R.U32.HI R23, RZ, 0x1, R29",0,21,35,Integer,458752,32,,,,,,,,,
265,00007ffc c55ec480,"      IADD3 R24, P0, P1, R14, R12, R23",0,21,62,Integer,458752,32,,,,,,,,,
266,00007ffc c55ec490,"      IADD3 R22, P2, P3, R20, R10, R23",0,22,9,Integer,458752,32,,,,,,,,,
267,00007ffc c55ec4a0,"      IADD3.X R25, PT, PT, R6, R13, RZ, P0, P1",0,22,12,Integer,458752,32,,,,,,,,,
268,00007ffc c55ec4b0,"      IADD3.X R23, PT, PT, R26, R11, RZ, P2, P3",0,23,12,Integer,458752,32,,,,,,,,,
269,00007ffc c55ec4c0,"      LDG.E.U8.CONSTANT R24, desc[UR12][R24.64]",0,23,19,Load/Store,458752,32,Global,Load,8,,3211264,,,,
270,00007ffc c55ec4d0,"      LDG.E.U8.CONSTANT R22, desc[UR12][R22.64]",0,22,20,Load/Store,458752,32,Global,Load,8,,3211264,,,,
271,00007ffc c55ec4e0,"      VIADD R29, R3, 0xc",0,22,4,Integer,458752,32,,,,,,,,,
272,00007ffc c55ec4f0,"      ISETP.GE.AND P0, PT, R29, R4, PT",0,22,61,Integer,458752,32,,,,,,,,,
273,00007ffc c55ec500,"      SHF.R.U32.HI R9, RZ, 0x4, R24",0,23,82,Integer,458752,32,,,,,,,,,
274,00007ffc c55ec510,"      SHF.R.U32.HI R27, RZ, 0x4, R22",0,23,28,Integer,458752,32,,,,,,,,,
275,00007ffc c55ec520,"      F2FP.F16.E2M1.UNPACK_B R9, R9",0,22,9,Other,458752,32,,,,,,,,,
276,00007ffc c55ec530,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,22,9,Other,458752,32,,,,,,,,,
277,00007ffc c55ec540,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,22,13,Floating Point,458752,32,,,,,,,,,
278,00007ffc c55ec550,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,22,8,Floating Point,458752,32,,,,,,,,,
279,00007ffc c55ec560,"      FMUL.FTZ R28, R2, R9",0,23,19,Floating Point,458752,32,,,,,,,,,
280,00007ffc c55ec570,"      FMUL.FTZ R27, R0, R27",0,22,8,Floating Point,458752,32,,,,,,,,,
281,00007ffc c55ec580,"      FFMA.FTZ R7, R28, R27, R7",0,22,22,Floating Point,458752,32,,,,,,,,,
282,00007ffc c55ec590,@P0   BRA 0x7ffcc55ec9d0,0,20,1,Control,458752,,,,,,,,,,
283,00007ffc c55ec5a0,"      SHF.R.U32.HI R25, RZ, 0x1, R29",0,21,34,Integer,458752,32,,,,,,,,,
284,00007ffc c55ec5b0,"      IADD3 R22, P0, P1, R14, R12, R25",0,21,58,Integer,458752,32,,,,,,,,,
285,00007ffc c55ec5c0,"      IADD3.X R23, PT, PT, R6, R13, RZ, P0, P1",0,22,43,Integer,458752,32,,,,,,,,,
286,00007ffc c55ec5d0,"      IADD3 R24, P0, P1, R20, R10, R25",0,23,6,Integer,458752,32,,,,,,,,,
287,00007ffc c55ec5e0,"      LDG.E.U8.CONSTANT R9, desc[UR12][R22.64]",0,23,13,Load/Store,458752,32,Global,Load,8,,3211264,,,,
288,00007ffc c55ec5f0,"      IADD3.X R25, PT, PT, R26, R11, RZ, P0, P1",0,24,5,Integer,458752,32,,,,,,,,,
289,00007ffc c55ec600,"      LDG.E.U8.CONSTANT R27, desc[UR12][R24.64]",0,25,24,Load/Store,458752,32,Global,Load,8,,3211264,,,,
290,00007ffc c55ec610,"      LOP3.LUT R9, R9, 0xf, RZ, 0xc0, !PT",0,25,164,Integer,458752,32,,,,,,,,,
291,00007ffc c55ec620,"      F2FP.F16.E2M1.UNPACK_B R9, R9",0,25,38,Other,458752,32,,,,,,,,,
292,00007ffc c55ec630,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,25,28,Floating Point,458752,32,,,,,,,,,
293,00007ffc c55ec640,"      LOP3.LUT R27, R27, 0xf, RZ, 0xc0, !PT",0,25,7,Integer,458752,32,,,,,,,,,
294,00007ffc c55ec650,"      FMUL.FTZ R28, R2, R9",0,26,16,Floating Point,458752,32,,,,,,,,,
295,00007ffc c55ec660,"      VIADD R9, R3, 0xd",0,26,5,Integer,458752,32,,,,,,,,,
296,00007ffc c55ec670,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,26,7,Other,458752,32,,,,,,,,,
297,00007ffc c55ec680,"      ISETP.GE.AND P0, PT, R9, R4, PT",0,26,65,Integer,458752,32,,,,,,,,,
298,00007ffc c55ec690,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,26,5,Floating Point,458752,32,,,,,,,,,
299,00007ffc c55ec6a0,"      FMUL.FTZ R27, R0, R27",0,26,20,Floating Point,458752,32,,,,,,,,,
300,00007ffc c55ec6b0,"      FFMA.FTZ R7, R28, R27, R7",0,26,27,Floating Point,458752,32,,,,,,,,,
301,00007ffc c55ec6c0,@P0   BRA 0x7ffcc55ec9d0,0,24,21,Control,458752,,,,,,,,,,
302,00007ffc c55ec6d0,"      SHF.R.U32.HI R9, RZ, 0x1, R9",0,24,21,Integer,458752,32,,,,,,,,,
303,00007ffc c55ec6e0,"      IADD3 R28, P0, P1, R14, R12, R9",0,25,68,Integer,458752,32,,,,,,,,,
304,00007ffc c55ec6f0,"      IADD3.X R29, PT, PT, R6, R13, RZ, P0, P1",0,26,36,Integer,458752,32,,,,,,,,,
305,00007ffc c55ec700,"      LDG.E.U8.CONSTANT R28, desc[UR12][R28.64]",0,26,23,Load/Store,458752,32,Global,Load,8,,3211264,,,,
306,00007ffc c55ec710,"      SHF.R.U32.HI R27, RZ, 0x4, R28",0,26,182,Integer,458752,32,,,,,,,,,
307,00007ffc c55ec720,"      IADD3 R28, P0, P1, R20, R10, R9",0,26,11,Integer,458752,32,,,,,,,,,
308,00007ffc c55ec730,"      F2FP.F16.E2M1.UNPACK_B R9, R27",0,26,9,Other,458752,32,,,,,,,,,
309,00007ffc c55ec740,"      IADD3.X R29, PT, PT, R26, R11, RZ, P0, P1",0,26,11,Integer,458752,32,,,,,,,,,
310,00007ffc c55ec750,"      LDG.E.U8.CONSTANT R27, desc[UR12][R28.64]",0,27,23,Load/Store,458752,32,Global,Load,8,,3211264,,,,
311,00007ffc c55ec760,"      HADD2.F32 R9, -RZ, R9.H0_H0",0,25,4,Floating Point,458752,32,,,,,,,,,
312,00007ffc c55ec770,"      FMUL.FTZ R9, R2, R9",0,25,29,Floating Point,458752,32,,,,,,,,,
313,00007ffc c55ec780,"      SHF.R.U32.HI R27, RZ, 0x4, R27",0,25,147,Integer,458752,32,,,,,,,,,
314,00007ffc c55ec790,"      F2FP.F16.E2M1.UNPACK_B R27, R27",0,25,46,Other,458752,32,,,,,,,,,
315,00007ffc c55ec7a0,"      HADD2.F32 R27, -RZ, R27.H0_H0",0,25,19,Floating Point,458752,32,,,,,,,,,
316,00007ffc c55ec7b0,"      FMUL.FTZ R27, R0, R27",0,25,30,Floating Point,458752,32,,,,,,,,,
317,00007ffc c55ec7c0,"      FFMA.FTZ R7, R9, R27, R7",0,25,15,Floating Point,458752,32,,,,,,,,,
318,00007ffc c55ec7d0,"      VIADD R9, R3, 0xe",0,24,3,Integer,458752,32,,,,,,,,,
319,00007ffc c55ec7e0,"      ISETP.GE.AND P0, PT, R9, R4, PT",0,24,66,Integer,458752,32,,,,,,,,,
320,00007ffc c55ec7f0,@P0   BRA 0x7ffcc55ec9d0,0,23,58,Control,458752,,,,,,,,,,
321,00007ffc c55ec800,"      VIADD R3, R3, 0xf",0,23,24,Integer,458752,32,,,,,,,,,
322,00007ffc c55ec810,"      LDG.E.U8.CONSTANT R22, desc[UR12][R22.64+0x1]",0,23,2,Load/Store,458752,32,Global,Load,8,,3211264,,,,
323,00007ffc c55ec820,"      ISETP.GE.AND P0, PT, R3, R4, PT",0,23,22,Integer,458752,32,,,,,,,,,
324,00007ffc c55ec830,"      LDG.E.U8.CONSTANT R24, desc[UR12][R24.64+0x1]",0,22,4,Load/Store,458752,32,Global,Load,8,,3211264,,,,
325,00007ffc c55ec840,"@!P0  SHF.R.U32.HI R3, RZ, 0x1, R3",0,21,86,Integer,458752,32,,,,,,,,,
326,00007ffc c55ec850,"@!P0  IADD3 R12, P1, P2, R14, R12, R3",0,21,40,Integer,458752,32,,,,,,,,,
327,00007ffc c55ec860,"@!P0  IADD3 R10, P3, P4, R20, R10, R3",0,21,11,Integer,458752,32,,,,,,,,,
328,00007ffc c55ec870,"@!P0  IADD3.X R13, PT, PT, R6, R13, RZ, P1, P2",0,20,11,Integer,458752,32,,,,,,,,,
329,00007ffc c55ec880,"@!P0  IADD3.X R11, PT, PT, R26, R11, RZ, P3, P4",0,20,12,Integer,458752,32,,,,,,,,,
330,00007ffc c55ec890,"@!P0  LDG.E.U8.CONSTANT R12, desc[UR12][R12.64]",0,20,12,Load/Store,458752,32,Global,Load,8,,3211264,,,,
331,00007ffc c55ec8a0,"@!P0  LDG.E.U8.CONSTANT R10, desc[UR12][R10.64]",0,19,21,Load/Store,458752,32,Global,Load,8,,3211264,,,,
332,00007ffc c55ec8b0,"      LOP3.LUT R3, R22, 0xf, RZ, 0xc0, !PT",0,19,7,Integer,458752,32,,,,,,,,,
333,00007ffc c55ec8c0,"      LOP3.LUT R4, R24, 0xf, RZ, 0xc0, !PT",0,20,18,Integer,458752,32,,,,,,,,,
334,00007ffc c55ec8d0,"      F2FP.F16.E2M1.UNPACK_B R3, R3",0,19,10,Other,458752,32,,,,,,,,,
335,00007ffc c55ec8e0,"      F2FP.F16.E2M1.UNPACK_B R4, R4",0,19,6,Other,458752,32,,,,,,,,,
336,00007ffc c55ec8f0,"      HADD2.F32 R3, -RZ, R3.H0_H0",0,19,22,Floating Point,458752,32,,,,,,,,,
337,00007ffc c55ec900,"      HADD2.F32 R9, -RZ, R4.H0_H0",0,20,8,Floating Point,458752,32,,,,,,,,,
338,00007ffc c55ec910,"      FMUL.FTZ R4, R2, R3",0,20,27,Floating Point,458752,32,,,,,,,,,
339,00007ffc c55ec920,"      FMUL.FTZ R9, R0, R9",0,20,9,Floating Point,458752,32,,,,,,,,,
340,00007ffc c55ec930,"@!P0  SHF.R.U32.HI R22, RZ, 0x4, R12",0,20,76,Integer,458752,32,,,,,,,,,
341,00007ffc c55ec940,"@!P0  SHF.R.U32.HI R23, RZ, 0x4, R10",0,19,26,Integer,458752,32,,,,,,,,,
342,00007ffc c55ec950,"@!P0  F2FP.F16.E2M1.UNPACK_B R22, R22",0,18,10,Other,458752,32,,,,,,,,,
343,00007ffc c55ec960,"@!P0  F2FP.F16.E2M1.UNPACK_B R23, R23",0,18,12,Other,458752,32,,,,,,,,,
344,00007ffc c55ec970,"@!P0  HADD2.F32 R3, -RZ, R22.H0_H0",0,18,14,Floating Point,458752,32,,,,,,,,,
345,00007ffc c55ec980,"@!P0  HADD2.F32 R23, -RZ, R23.H0_H0",0,17,6,Floating Point,458752,32,,,,,,,,,
346,00007ffc c55ec990,"      FFMA.FTZ R7, R4, R9, R7",0,17,13,Floating Point,458752,32,,,,,,,,,
347,00007ffc c55ec9a0,"@!P0  FMUL.FTZ R3, R2, R3",0,15,5,Floating Point,458752,32,,,,,,,,,
348,00007ffc c55ec9b0,"@!P0  FMUL.FTZ R0, R0, R23",0,15,13,Floating Point,458752,32,,,,,,,,,
349,00007ffc c55ec9c0,"@!P0  FFMA.FTZ R7, R3, R0, R7",0,14,29,Floating Point,458752,32,,,,,,,,,
350,00007ffc c55ec9d0,      BSYNC.RECONVERGENT B1,0,13,42,Control,458752,32,,,,,,,,,
351,00007ffc c55ec9e0,"      VIADD R8, R8, 0x20",0,13,77,Integer,458752,32,,,,,,,,,
352,00007ffc c55ec9f0,"      ISETP.GE.AND P0, PT, R8, UR4, PT",0,13,29,Integer,458752,32,,,,,,,,,
353,00007ffc c55eca00,@!P0  BRA 0x7ffcc55eb6f0,0,13,59,Control,458752,29,,,,,,,,,
354,00007ffc c55eca10,      BSYNC.RECONVERGENT B0,0,5,24,Control,32768,32,,,,,,,,,
355,00007ffc c55eca20,"      S2R R4, SR_TID.X",0,6,3,Miscellaneous,32768,32,,,,,,,,,
356,00007ffc c55eca30,"      S2UR UR7, SR_CgaCtaId",0,6,,Uniform Datapath,32768,32,,,,,,,,,
357,00007ffc c55eca40,"      UMOV UR6, 0x400",0,6,,Uniform Datapath,32768,32,,,,,,,,,
358,00007ffc c55eca50,"      ULEA UR6, UR7, UR6, 0x18",0,6,14,Uniform Datapath,32768,32,,,,,,,,,
359,00007ffc c55eca60,"      LEA R0, R4, UR6, 0x2",0,7,4,Integer,32768,32,,,,,,,,,
360,00007ffc c55eca70,"      ISETP.GT.U32.AND P0, PT, R4, 0xf, PT",0,7,,Integer,32768,32,,,,,,,,,
361,00007ffc c55eca80,"      ISETP.GT.U32.AND P1, PT, R4, 0x7, PT",0,7,2,Integer,32768,32,,,,,,,,,
362,00007ffc c55eca90,"      STS [R0], R7",0,7,1,Load/Store,32768,32,Shared,Store,32,,,,,,
363,00007ffc c55ecaa0,      BAR.SYNC.DEFER_BLOCKING 0x0,0,7,1,Miscellaneous,32768,32,,,,,,,,,
364,00007ffc c55ecab0,"@!P0  LDS R2, [R0+0x40]",0,7,5,Load/Store,32768,16,Shared,Load,32,,,,,,
365,00007ffc c55ecac0,"@!P0  LDS R3, [R0]",0,7,,Load/Store,32768,16,Shared,Load,32,,,,,,
366,00007ffc c55ecad0,"@!P0  FADD.FTZ R3, R2, R3",0,7,9,Floating Point,32768,16,,,,,,,,,
367,00007ffc c55ecae0,"@!P0  STS [R0], R3",0,7,2,Load/Store,32768,16,Shared,Store,32,,,,,,
368,00007ffc c55ecaf0,      BAR.SYNC.DEFER_BLOCKING 0x0,0,7,,Miscellaneous,32768,32,,,,,,,,,
369,00007ffc c55ecb00,"      ISETP.GT.U32.AND P0, PT, R4, 0x3, PT",0,7,,Integer,32768,32,,,,,,,,,
370,00007ffc c55ecb10,"@!P1  LDS R2, [R0+0x20]",0,7,8,Load/Store,32768,8,Shared,Load,32,,,,,,
371,00007ffc c55ecb20,"@!P1  LDS R5, [R0]",0,7,1,Load/Store,32768,8,Shared,Load,32,,,,,,
372,00007ffc c55ecb30,"@!P1  FADD.FTZ R5, R2, R5",0,7,19,Floating Point,32768,8,,,,,,,,,
373,00007ffc c55ecb40,"@!P1  STS [R0], R5",0,7,,Load/Store,32768,8,Shared,Store,32,,,,,,
374,00007ffc c55ecb50,      BAR.SYNC.DEFER_BLOCKING 0x0,0,7,2,Miscellaneous,32768,32,,,,,,,,,
375,00007ffc c55ecb60,"      ISETP.GT.U32.AND P1, PT, R4, 0x1, PT",0,7,,Integer,32768,32,,,,,,,,,
376,00007ffc c55ecb70,"@!P0  LDS R2, [R0+0x10]",0,7,9,Load/Store,32768,4,Shared,Load,32,,,,,,
377,00007ffc c55ecb80,"@!P0  LDS R7, [R0]",0,7,3,Load/Store,32768,4,Shared,Load,32,,,,,,
378,00007ffc c55ecb90,"@!P0  FADD.FTZ R7, R2, R7",0,7,9,Floating Point,32768,4,,,,,,,,,
379,00007ffc c55ecba0,"@!P0  STS [R0], R7",0,7,4,Load/Store,32768,4,Shared,Store,32,,,,,,
380,00007ffc c55ecbb0,      BAR.SYNC.DEFER_BLOCKING 0x0,0,6,1,Miscellaneous,32768,32,,,,,,,,,
381,00007ffc c55ecbc0,"      ISETP.NE.AND P0, PT, R4, RZ, PT",0,6,,Integer,32768,32,,,,,,,,,
382,00007ffc c55ecbd0,"@!P1  LDS R2, [R0+0x8]",0,5,9,Load/Store,32768,2,Shared,Load,32,,,,,,
383,00007ffc c55ecbe0,"@!P1  LDS R3, [R0]",0,5,4,Load/Store,32768,2,Shared,Load,32,,,,,,
384,00007ffc c55ecbf0,"@!P1  FADD.FTZ R3, R2, R3",0,5,12,Floating Point,32768,2,,,,,,,,,
385,00007ffc c55ecc00,"@!P1  STS [R0], R3",0,5,,Load/Store,32768,2,Shared,Store,32,,,,,,
386,00007ffc c55ecc10,      BAR.SYNC.DEFER_BLOCKING 0x0,0,4,,Miscellaneous,32768,32,,,,,,,,,
387,00007ffc c55ecc20,"@!P0  LDS R2, [UR6+0x4]",0,4,8,Load/Store,32768,1,Shared,Load,32,,,,,,
388,00007ffc c55ecc30,"@!P0  LDS R5, [R0]",0,4,2,Load/Store,32768,1,Shared,Load,32,,,,,,
389,00007ffc c55ecc40,"@!P0  FADD.FTZ R5, R2, R5",0,4,9,Floating Point,32768,1,,,,,,,,,
390,00007ffc c55ecc50,"@!P0  STS [R0], R5",0,3,2,Load/Store,32768,1,Shared,Store,32,,,,,,
391,00007ffc c55ecc60,      BAR.SYNC.DEFER_BLOCKING 0x0,0,1,,Miscellaneous,32768,32,,,,,,,,,
392,00007ffc c55ecc70,@P0   EXIT,0,1,8,Control,32768,31,,,,,,,,,
393,00007ffc c55ecc80,"      LDS R0, [UR6]",0,2,4,Load/Store,32768,1,Shared,Load,32,,,,,,
394,00007ffc c55ecc90,"      LDCU UR7, c[0x0][0x3a8]",0,2,,Uniform Datapath,32768,1,,,,,,,,,
395,00007ffc c55ecca0,"      LDCU.64 UR10, c[0x0][0x3a0]",0,2,1,Uniform Datapath,32768,1,,,,,,,,,
396,00007ffc c55eccb0,"      UMOV UR4, UR8",0,2,1,Uniform Datapath,32768,1,,,,,,,,,
397,00007ffc c55eccc0,"      UMOV UR5, URZ",0,2,1,Uniform Datapath,32768,1,,,,,,,,,
398,00007ffc c55eccd0,"      UIMAD.WIDE.U32 UR4, UR9, UR7, UR4",0,2,7,Uniform Datapath,32768,1,,,,,,,,,
399,00007ffc c55ecce0,"      ULEA UR7, UP0, UR4, UR10, 0x1",0,2,3,Uniform Datapath,32768,1,,,,,,,,,
400,00007ffc c55eccf0,"      ULEA.HI.X UR4, UR4, UR11, UR5, 0x1, UP0",0,2,3,Uniform Datapath,32768,1,,,,,,,,,
401,00007ffc c55ecd00,"      IMAD.U32 R2, RZ, RZ, UR7",0,3,,Integer,32768,1,,,,,,,,,
402,00007ffc c55ecd10,"      IMAD.U32 R3, RZ, RZ, UR4",0,4,3,Integer,32768,1,,,,,,,,,
403,00007ffc c55ecd20,"      F2FP.F16.F32.PACK_AB R0, RZ, R0",0,4,,Other,32768,1,,,,,,,,,
404,00007ffc c55ecd30,"      STG.E.U16 desc[UR12][R2.64], R0",0,4,8,Load/Store,32768,1,Global,Store,16,,,,,,
405,00007ffc c55ecd40,      EXIT,0,1,3,Control,32768,1,,,,,,,,,
406,00007ffc c55ecd50,      BRA 0x7ffcc55ecd50,0,1,18,Control,,,,,,,,,,,
407,00007ffc c55ecd60,      NOP,0,,,Miscellaneous,,,,,,,,,,,
