device__attribute_maximum_texture1d_width,"131,072"
device__attribute_maximum_texture2d_gather_height,"32,768"
device__attribute_maximum_texture2d_gather_width,"32,768"
device__attribute_maximum_texture2d_height,"65,536"
device__attribute_maximum_texture2d_layered_height,"32,768"
device__attribute_maximum_texture2d_layered_layers,"2,048"
device__attribute_maximum_texture2d_layered_width,"32,768"
device__attribute_maximum_texture2d_linear_height,"65,000"
device__attribute_maximum_texture2d_linear_pitch,"2,097,120"
device__attribute_maximum_texture2d_linear_width,"131,072"
device__attribute_maximum_texture2d_mipmapped_height,"32,768"
device__attribute_maximum_texture2d_mipmapped_width,"32,768"
device__attribute_maximum_texture2d_width,"131,072"
device__attribute_maximum_texture3d_depth,"16,384"
device__attribute_maximum_texture3d_depth_alternate,"32,768"
device__attribute_maximum_texture3d_height,"16,384"
device__attribute_maximum_texture3d_height_alternate,"8,192"
device__attribute_maximum_texture3d_width,"16,384"
device__attribute_maximum_texture3d_width_alternate,"8,192"
device__attribute_maximum_texturecubemap_layered_layers,"2,046"
device__attribute_maximum_texturecubemap_layered_width,"32,768"
device__attribute_maximum_texturecubemap_width,"32,768"
device__attribute_mem_sync_domain_count,4
device__attribute_memory_clock_rate,"3,996,000"
device__attribute_memory_pools_supported,1
device__attribute_mempool_supported_handle_types,9
device__attribute_mps_enabled,0
device__attribute_multi_gpu_board,0
device__attribute_multi_gpu_board_group_id,0
device__attribute_multicast_supported,1
device__attribute_multiprocessor_count,148
device__attribute_num_l2s_per_fbp,12
device__attribute_num_schedulers_per_multiprocessor,4
device__attribute_num_tex_per_multiprocessor,1
device__attribute_numa_config,0
device__attribute_pageable_memory_access,1
device__attribute_pageable_memory_access_uses_host_page_tables,0
device__attribute_pci_bus_id,82
device__attribute_pci_device_id,0
device__attribute_pci_domain_id,0
device__attribute_ram_location,1
device__attribute_ram_type,0
device__attribute_reserved_shared_memory_per_block,"1,024"
device__attribute_sass_level,10
device__attribute_single_to_double_precision_perf_ratio,2
device__attribute_sparse_cuda_array_supported,1
device__attribute_stream_priorities_supported,1
device__attribute_surface_alignment,512
device__attribute_tcc_driver,0
device__attribute_tensor_map_access_supported,1
device__attribute_texture_alignment,512
device__attribute_texture_pitch_alignment,32
device__attribute_total_constant_memory,"65,536"
device__attribute_total_memory,"191,503,138,816"
device__attribute_unified_addressing,1
device__attribute_unified_function_pointers,1
device__attribute_virtual_address_management_supported,1
device__attribute_warp_size,32
dram__bytes.avg.peak_sustained [byte/cycle],30
dram__bytes.avg.per_second [Gbyte/s],7.17
dram__bytes.max.peak_sustained [byte/cycle],32
dram__bytes.max.per_second [Gbyte/s],7.70
dram__bytes.min.peak_sustained [byte/cycle],16
dram__bytes.min.per_second [Gbyte/s],3.80
dram__bytes.sum.peak_sustained [Kbyte/cycle],1.92
dram__bytes.sum.per_second [Gbyte/s],458.96
dram__bytes_read.sum [Mbyte],132.16
dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],5.81
dram__bytes_read.sum.per_second [Gbyte/s],445.39
dram__bytes_write.sum [Mbyte],4.03
dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],0.18
dram__bytes_write.sum.per_second [Gbyte/s],13.57
dram__cycles_active.avg [cycle],"66,499.62"
dram__cycles_active.avg.pct_of_peak_sustained_elapsed [%],5.98
dram__cycles_active.max [cycle],"71,360"
dram__cycles_active.max.pct_of_peak_sustained_elapsed [%],6.02
dram__cycles_active.min [cycle],"35,240"
dram__cycles_active.min.pct_of_peak_sustained_elapsed [%],5.95
dram__cycles_active.sum [cycle],"4,255,976"
dram__cycles_active.sum.pct_of_peak_sustained_elapsed [%],5.98
dram__cycles_elapsed.avg [cycle],"1,185,460"
dram__cycles_elapsed.avg.per_second [Ghz],3.99
dram__cycles_elapsed.max [cycle],"1,185,536"
dram__cycles_elapsed.max.per_second [Ghz],4.00
dram__cycles_elapsed.min [cycle],"1,185,280"
dram__cycles_elapsed.min.per_second [Ghz],3.99
dram__cycles_elapsed.sum [cycle],"75,869,440"
dram__cycles_elapsed.sum.per_second [Ghz],255.68
dram__sectors_read.sum [sector],"4,130,104"
dram__sectors_write.sum [sector],"125,872"
fbpa__dram_sectors.avg.pct_of_peak_sustained_elapsed [%],6.90
fbpa__dram_sectors.max.pct_of_peak_sustained_elapsed [%],6.92
fbpa__dram_sectors.min.pct_of_peak_sustained_elapsed [%],6.88
fbpa__dram_sectors.sum.pct_of_peak_sustained_elapsed [%],6.90
gcc__average_cache_request_hit_rate.pct [%],92.19
gcc__cache_requests_type_constant.sum [request],592
gcc__cache_requests_type_constant.sum.pct_of_peak_sustained_elapsed [%],0.04
gcc__cache_requests_type_instruction.sum [request],"4,144"
gcc__cache_requests_type_instruction.sum.pct_of_peak_sustained_elapsed [%],0.31
gcc__xbar2gcc_sectors.sum,"2,176"
gcc__xbar2gcc_sectors.sum.pct_of_peak_sustained_elapsed [%],0.08
gpc__cycles_elapsed.avg [cycle],"333,157"
gpc__cycles_elapsed.avg.per_second [Ghz],1.12
gpc__cycles_elapsed.max.per_second [Ghz],1.14
gpc__cycles_elapsed.min [cycle],"318,350"
gpc__cycles_elapsed.min.per_second [Ghz],1.07
gpc__cycles_elapsed.sum [cycle],"2,665,256"
gpc__cycles_elapsed.sum.per_second [Ghz],8.98
gpu__compute_memory_access_throughput.avg.pct_of_peak_sustained_elapsed [%],63.69
gpu__compute_memory_access_throughput.max.pct_of_peak_sustained_elapsed [%],65.30
gpu__compute_memory_access_throughput.min.pct_of_peak_sustained_elapsed [%],60.69
gpu__compute_memory_access_throughput.sum.pct_of_peak_sustained_elapsed [%],63.69
gpu__compute_memory_access_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],3.47
gpu__compute_memory_access_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],3.85
gpu__compute_memory_access_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],1.65
gpu__compute_memory_access_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],3.47
gpu__compute_memory_request_throughput.avg.pct_of_peak_sustained_elapsed [%],32.99
gpu__compute_memory_request_throughput.max.pct_of_peak_sustained_elapsed [%],33.97
gpu__compute_memory_request_throughput.min.pct_of_peak_sustained_elapsed [%],31.44
gpu__compute_memory_request_throughput.sum.pct_of_peak_sustained_elapsed [%],32.99
gpu__compute_memory_request_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0.06
gpu__compute_memory_request_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0.07
gpu__compute_memory_request_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0.06
gpu__compute_memory_request_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0.06
gpu__compute_memory_throughput.max.pct_of_peak_sustained_elapsed [%],65.30
gpu__compute_memory_throughput.min.pct_of_peak_sustained_elapsed [%],60.69
gpu__compute_memory_throughput.sum.pct_of_peak_sustained_elapsed [%],63.69
gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed [%],6.90
gpu__dram_throughput.max.pct_of_peak_sustained_elapsed [%],6.92
gpu__dram_throughput.min.pct_of_peak_sustained_elapsed [%],6.88
gpu__dram_throughput.sum.pct_of_peak_sustained_elapsed [%],6.90
gpu__time_duration.avg [us],296.74
gpu__time_duration.max [us],296.74
gpu__time_duration.min [us],296.74
gr__workids_granted.avg,0
gr__workids_granted.max,0
gr__workids_granted.min,0
gr__workids_granted.sum,0
gr__workids_granted_as_ctas.avg [block],0
gr__workids_granted_as_ctas.max [block],0
gr__workids_granted_as_ctas.min [block],0
gr__workids_granted_as_ctas.sum [block],0
gr__workids_requested.avg,0
gr__workids_requested.max,0
gr__workids_requested.min,0
gr__workids_requested.sum,0
group:memory__chart,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,gcc__average_cache_request_hit_rate.pct,gcc__cache_requests_type_constant.sum,gcc__cache_requests_type_constant.sum.pct_of_peak_sustained_elapsed,gcc__cache_requests_type_instruction.sum,gcc__cache_requests_type_instruction.sum.pct_of_peak_sustained_elapsed,gcc__xbar2gcc_sectors.sum,gcc__xbar2gcc_sectors.sum.pct_of_peak_sustained_elapsed,idc__request_hit_rate.pct,idc__requests.sum,idc__requests.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tc_wavefronts_mem_shared.sum,l1tex__data_pipe_tc_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_tc_wavefronts_mem_shared_op_utccp.sum,l1tex__data_pipe_tc_wavefronts_mem_shared_op_utccp.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum,l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes.sum.per_second,l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum,l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes_mem_dshared.sum.per_second,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_red.sum.per_second,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_bytes_mem_global_op_tma_st.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_red.sum.per_second,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_tma_st.sum.per_second,l1tex__m_xbar2l1tex_read_bytes.sum,l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_bytes.sum.per_second,l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum,l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_bytes_mem_dshared.sum.per_second,l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum,l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_bytes_mem_global_op_tma_ld.sum.per_second,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum.per_second,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum.per_second,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum.per_second,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum.per_second,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_tma_ld.sum.per_second,l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum,l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.pct_of_peak_sustained_elapsed,l1tex__t_bytes_pipe_lsu_mem_global_op_ldgsts_cache_access.sum.per_second,l1tex__t_requests_pipe_lsu_mem_dshared_op_atom.sum,l1tex__t_requests_pipe_lsu_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_requests..."
group:memory__dram_table,"dram__bytes_read.sum,dram__bytes_read.sum.pct_of_peak_sustained_elapsed,dram__bytes_read.sum.per_second,dram__bytes_write.sum,dram__bytes_write.sum.pct_of_peak_sustained_elapsed,dram__bytes_write.sum.per_second,dram__sectors_read.sum,dram__sectors_write.sum"
group:memory__first_level_cache_table,"ctc__rx_bytes_data_user.sum,ctc__rx_bytes_data_user.sum.pct_of_peak_sustained_elapsed,ctc__rx_bytes_data_user.sum.per_second,ctc__tx_bytes_data_user.sum,ctc__tx_bytes_data_user.sum.pct_of_peak_sustained_elapsed,ctc__tx_bytes_data_user.sum.per_second,l1tex__lsu_writeback_active_mem_lgds.sum,l1tex__lsu_writeback_active_mem_lgds.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_dshared_op_tma_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum,l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_red.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_red.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_st.sum,l1tex__m_xbar2l1tex_read_sectors_mem_dshared_op_tma_st.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum,l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum,l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_atom.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_redas.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_redas.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_dshared_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sust..."
group:memory__l2_cache_evict_policy_table,"lts__t_sectors_evict_first_lookup_hit.sum,lts__t_sectors_evict_first_lookup_miss.sum,lts__t_sectors_evict_last_lookup_hit.sum,lts__t_sectors_evict_last_lookup_miss.sum,lts__t_sectors_evict_normal_demote_lookup_hit.sum,lts__t_sectors_evict_normal_demote_lookup_miss.sum,lts__t_sectors_evict_normal_lookup_hit.sum,lts__t_sectors_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum,lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum"
