#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,cutlass3x_sm100_bstensorop_s256x128x64gemm_block_scaled_ue4m3xf4_ue4m3xf4_f32_f16_f16_256x128x256_0_tnn_align32_o_vs16_2sm_bias_f16_relu
1280,00007ffc 599324f0,"@!P0  SYNCS.ARRIVE.TRANS64.RED.A1T0 RZ, [UR5], RZ",0,44,,Load/Store,112,16,,,,,,,,,
1281,00007ffc 59932500,      NOP,0,44,1,Miscellaneous,112,32,,,,,,,,,
1282,00007ffc 59932510,"      LDS R0, [UR4+0x14]",0,45,1,Load/Store,112,32,Shared,Load,32,,,,,,
1283,00007ffc 59932520,"      USHF.L.U32 UR8, UR8, UR6, URZ",0,45,,Uniform Datapath,112,32,,,,,,,,,
1284,00007ffc 59932530,"      UMOV UR5, 0x1",0,45,,Uniform Datapath,112,32,,,,,,,,,
1285,00007ffc 59932540,"      USHF.L.U32 UR5, UR5, UR6, URZ",0,45,,Uniform Datapath,112,32,,,,,,,,,
1286,00007ffc 59932550,"      LOP3.LUT R0, R0, UR8, RZ, 0xc0, !PT",0,45,,Integer,112,32,,,,,,,,,
1287,00007ffc 59932560,"      ISETP.NE.AND P0, PT, R0, UR8, PT",0,45,,Integer,112,32,,,,,,,,,
1288,00007ffc 59932570,@P0   BRA 0x7ffc599326e0,0,45,,Control,112,,,,,,,,,,
1289,00007ffc 59932580,"      LDS R0, [UR4+0x18]",0,45,,Load/Store,112,32,Shared,Load,32,,,,,,
1290,00007ffc 59932590,"      LOP3.LUT R0, R0, UR5, RZ, 0xc0, !PT",0,45,,Integer,112,32,,,,,,,,,
1291,00007ffc 599325a0,"      ISETP.NE.AND P0, PT, R0, UR5, PT",0,45,,Integer,112,32,,,,,,,,,
1292,00007ffc 599325b0,@P0   BRA 0x7ffc599326b0,0,45,,Control,112,,,,,,,,,,
1293,00007ffc 599325c0,"      S2R R2, SR_LANEID",0,2,,Miscellaneous,112,32,,,,,,,,,
1294,00007ffc 599325d0,"      ULOP3.LUT UR8, URZ, UR8, URZ, 0x33, !UPT",0,2,,Uniform Datapath,112,32,,,,,,,,,
1295,00007ffc 599325e0,"      VOTEU.ANY UR7, UPT, PT",0,2,,Uniform Datapath,112,32,,,,,,,,,
1296,00007ffc 599325f0,"      UFLO.U32 UR7, UR7",0,2,,Uniform Datapath,112,32,,,,,,,,,
1297,00007ffc 59932600,"      IMAD.U32 R0, RZ, RZ, UR8",0,3,,Integer,112,32,,,,,,,,,
1298,00007ffc 59932610,"      REDUX UR6, R0",0,3,,Uniform Datapath,112,32,,,,,,,,,
1299,00007ffc 59932620,"      UTCATOMSWS.AND URZ, UR8",0,2,,Tensor Core Memory,112,32,,,,,,,,,
1300,00007ffc 59932630,"      ISETP.EQ.U32.AND P0, PT, R2, UR7, PT",0,2,,Integer,112,32,,,,,,,,,
1301,00007ffc 59932640,"      LOP3.LUT R0, RZ, UR5, RZ, 0x33, !PT",0,2,,Integer,112,32,,,,,,,,,
1302,00007ffc 59932650,"      MOV R2, UR6",0,3,1,Movement,112,32,,,,,,,,,
1303,00007ffc 59932660,"      REDUX UR5, R0",0,3,,Uniform Datapath,112,32,,,,,,,,,
1304,00007ffc 59932670,"@P0   ATOMS.AND RZ, [UR4+0x14], R2",0,2,,Load/Store,112,1,Shared,Atomic,32,,,,,,
1305,00007ffc 59932680,"      IMAD.U32 R0, RZ, RZ, UR5",0,2,,Integer,112,32,,,,,,,,,
1306,00007ffc 59932690,"@P0   ATOMS.AND RZ, [UR4+0x18], R0",0,2,,Load/Store,112,1,Shared,Atomic,32,,,,,,
1307,00007ffc 599326a0,      BRA 0x7ffc59932700,0,1,,Control,112,32,,,,,,,,,
1308,00007ffc 599326b0,"      MOV R2, 0x51d0",0,46,,Movement,,,,,,,,,,,
1309,00007ffc 599326c0,      CALL.REL.NOINC 0x7ffc59942050,0,87,,Control,,,,,,,,,,,
1310,00007ffc 599326d0,      BRA 0x7ffc59932700,0,1,,Control,,,,,,,,,,,
1311,00007ffc 599326e0,"      MOV R2, 0x5200",0,46,,Movement,,,,,,,,,,,
1312,00007ffc 599326f0,      CALL.REL.NOINC 0x7ffc599420b0,0,87,,Control,,,,,,,,,,,
1313,00007ffc 59932700,      NOP,0,1,,Miscellaneous,112,32,,,,,,,,,
1314,00007ffc 59932710,      EXIT,0,1,,Control,112,32,,,,,,,,,
1315,00007ffc 59932720,"      UISETP.GE.AND UP0, UPT, UR21, 0x4, UPT",0,12,,Uniform Datapath,644,32,,,,,,,,,
1316,00007ffc 59932730,"      PLOP3.LUT P0, PT, PT, PT, UP0, 0x80, 0x8",0,12,,Predicate,644,32,,,,,,,,,
1317,00007ffc 59932740,@!P0  EXIT,0,12,,Control,644,9,,,,,,,,,
1318,00007ffc 59932750,"      S2UR UR34, SR_CgaCtaId",0,12,,Uniform Datapath,448,32,,,,,,,,,
1319,00007ffc 59932760,"      BAR.SYNC.DEFER_BLOCKING 0x6, 0xa0",0,12,,Miscellaneous,448,32,,,,,,,,,
1320,00007ffc 59932770,"      IMAD.SHL.U32 R3, R48, 0x40, RZ",0,13,,Integer,448,32,,,,,,,,,
1321,00007ffc 59932780,"      SHF.R.U32.HI R50, RZ, 0x2, R48",0,14,,Integer,448,32,,,,,,,,,
1322,00007ffc 59932790,"      IMAD.U32 R42, R48, 0x10000, RZ",0,15,,Integer,448,32,,,,,,,,,
1323,00007ffc 599327a0,"      ISETP.NE.U32.AND P0, PT, R4, RZ, PT",0,15,,Integer,448,32,,,,,,,,,
1324,00007ffc 599327b0,"      IMAD.SHL.U32 R49, R48, 0x20, RZ",0,15,,Integer,448,32,,,,,,,,,
1325,00007ffc 599327c0,"      UMOV UR4, 0x400",0,15,2,Uniform Datapath,448,32,,,,,,,,,
1326,00007ffc 599327d0,"      LDCU UR35, c[0x0][0x370]",0,15,,Uniform Datapath,448,32,,,,,,,,,
1327,00007ffc 599327e0,"      LOP3.LUT R3, R3, 0x1c0, RZ, 0xc0, !PT",0,15,,Integer,448,32,,,,,,,,,
1328,00007ffc 599327f0,"      IMAD.SHL.U32 R51, R48, 0x2, RZ",0,16,,Integer,448,32,,,,,,,,,
1329,00007ffc 59932800,"      ISETP.NE.U32.AND P5, PT, R46, RZ, PT",0,16,,Integer,448,32,,,,,,,,,
1330,00007ffc 59932810,"      LDCU UR56, c[0x0][0x374]",0,16,,Uniform Datapath,448,32,,,,,,,,,
1331,00007ffc 59932820,"      LOP3.LUT R3, R3, 0x28, R48, 0xf8, !PT",0,16,,Integer,448,32,,,,,,,,,
1332,00007ffc 59932830,"      IMAD.MOV.U32 R55, RZ, RZ, RZ",0,17,,Integer,448,32,,,,,,,,,
1333,00007ffc 59932840,"      LOP3.LUT R4, R48, 0x60, RZ, 0xc0, !PT",0,18,,Integer,448,32,,,,,,,,,
1334,00007ffc 59932850,"      LDCU.64 UR8, c[0x0][0x348]",0,18,,Uniform Datapath,448,32,,,,,,,,,
1335,00007ffc 59932860,"      LOP3.LUT R3, R3, 0x38, R2, 0x78, !PT",0,18,,Integer,448,32,,,,,,,,,
1336,00007ffc 59932870,"      IMAD.MOV.U32 R56, RZ, RZ, RZ",0,18,,Integer,448,32,,,,,,,,,
1337,00007ffc 59932880,"      LOP3.LUT R42, R42, 0x600000, RZ, 0xc0, !PT",0,18,,Integer,448,32,,,,,,,,,
1338,00007ffc 59932890,"      UISETP.NE.AND UP4, UPT, UR37, 0x1, UPT",0,18,,Uniform Datapath,448,32,,,,,,,,,
1339,00007ffc 599328a0,"      LOP3.LUT R49, R3, 0xa00, R49, 0xf8, !PT",0,18,,Integer,448,32,,,,,,,,,
1340,00007ffc 599328b0,"      UISETP.GE.AND UP3, UPT, UR5, 0x1, UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1341,00007ffc 599328c0,"      LOP3.LUT R50, R50, 0x7, RZ, 0xc0, !PT",0,17,,Integer,448,32,,,,,,,,,
1342,00007ffc 599328d0,"      ULEA UR34, UR34, UR4, 0x18",0,17,,Uniform Datapath,448,32,,,,,,,,,
1343,00007ffc 599328e0,"      ISETP.NE.AND.EX P5, PT, R47, RZ, PT, P5",0,17,,Integer,448,32,,,,,,,,,
1344,00007ffc 599328f0,"      UIMAD.WIDE.U32 UR16, UR35, UR44, URZ",0,16,,Uniform Datapath,448,32,,,,,,,,,
1345,00007ffc 59932900,"      ISETP.NE.AND P2, PT, R4, RZ, PT",0,16,,Integer,448,32,,,,,,,,,
1346,00007ffc 59932910,"      IMAD.MOV.U32 R4, RZ, RZ, RZ",0,16,,Integer,448,32,,,,,,,,,
1347,00007ffc 59932920,"      ISETP.NE.AND.EX P0, PT, R5, RZ, PT, P0",0,16,,Integer,448,32,,,,,,,,,
1348,00007ffc 59932930,"      UIMAD.WIDE.U32 UR6, UR56, UR47, URZ",0,15,,Uniform Datapath,448,32,,,,,,,,,
1349,00007ffc 59932940,"      IMAD.MOV.U32 R47, RZ, RZ, RZ",0,16,,Integer,448,32,,,,,,,,,
1350,00007ffc 59932950,"      LOP3.LUT R50, R50, 0x60, R48, 0xf8, !PT",0,16,,Integer,448,32,,,,,,,,,
1351,00007ffc 59932960,"      LDS R0, [UR34+0x150]",0,17,,Load/Store,448,32,Shared,Load,32,,,,,,
1352,00007ffc 59932970,"      UMOV UR4, UR17",0,17,,Uniform Datapath,448,32,,,,,,,,,
1353,00007ffc 59932980,"      UIADD3 UR66, UP6, UPT, UR8, 0x1100, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1354,00007ffc 59932990,"      IMAD.SHL.U32 R49, R49, 0x2, RZ",0,17,,Integer,448,32,,,,,,,,,
1355,00007ffc 599329a0,"      UIADD3 UR64, UP2, UPT, UR8, 0x1100, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1356,00007ffc 599329b0,"      UIADD3 UR62, UP1, UPT, UR8, 0x1100, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1357,00007ffc 599329c0,"      UIADD3 UR60, UP0, UPT, UR8, 0x1100, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1358,00007ffc 599329d0,"      USHF.R.U32.HI UR4, URZ, UR45, UR4",0,17,,Uniform Datapath,448,32,,,,,,,,,
1359,00007ffc 599329e0,"      UISETP.NE.AND UP5, UPT, UR46, 0x1, UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1360,00007ffc 599329f0,"      UIADD3.X UR67, UPT, UPT, URZ, UR9, URZ, UP6, !UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1361,00007ffc 59932a00,"      UIADD3.X UR65, UPT, UPT, URZ, UR9, URZ, UP2, !UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1362,00007ffc 59932a10,"      UIADD3.X UR63, UPT, UPT, URZ, UR9, URZ, UP1, !UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1363,00007ffc 59932a20,"      UIADD3.X UR61, UPT, UPT, URZ, UR9, URZ, UP0, !UPT",0,17,,Uniform Datapath,448,32,,,,,,,,,
1364,00007ffc 59932a30,"      UIADD3 UR8, UPT, UPT, UR34, 0x400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1365,00007ffc 59932a40,"      UIADD3 UR52, UPT, UPT, UR34, 0x1400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1366,00007ffc 59932a50,"      UIADD3 UR48, UPT, UPT, UR34, 0x2400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1367,00007ffc 59932a60,"      UIADD3 UR40, UPT, UPT, UR34, 0x3400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1368,00007ffc 59932a70,"      UIADD3 UR28, UPT, UPT, UR34, 0x400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1369,00007ffc 59932a80,"      UIADD3 UR24, UPT, UPT, UR34, 0x1400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1370,00007ffc 59932a90,"      UIADD3 UR20, UPT, UPT, UR34, 0x2400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1371,00007ffc 59932aa0,"      UIADD3 UR16, UPT, UPT, UR34, 0x3400, URZ",0,17,,Uniform Datapath,448,32,,,,,,,,,
1372,00007ffc 59932ab0,"      USEL UR35, UR35, UR4, !UP4",0,17,,Uniform Datapath,448,32,,,,,,,,,
1373,00007ffc 59932ac0,"      IMAD.IADD R42, R0, 0x1, R42",0,17,,Integer,448,32,,,,,,,,,
1374,00007ffc 59932ad0,"      UMOV UR57, UR7",0,16,,Uniform Datapath,448,32,,,,,,,,,
1375,00007ffc 59932ae0,"      LEA R0, R47, UR34, 0x3",0,17,,Integer,448,32,,,,,,,,,
1376,00007ffc 59932af0,"      SHF.L.U32 R2, R56, 0x1f, RZ",0,18,,Integer,448,32,,,,,,,,,
1377,00007ffc 59932b00,"      LEA R8, R47, UR34, 0x4",0,19,,Integer,448,32,,,,,,,,,
1378,00007ffc 59932b10,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P1, [R0+URZ+0xc0], R2",0,19,,Load/Store,448,32,,,,,,,,,
1379,00007ffc 59932b20,@!P1  BRA 0x7ffc59940250,0,19,2,Control,448,,,,,,,,,,
1380,00007ffc 59932b30,"      LDS.128 R8, [R8+0x130]",0,21,,Load/Store,448,32,Shared,Load,128,,,,,,
1381,00007ffc 59932b40,"      VIADD R0, R0, 0xd0",0,20,,Integer,448,32,,,,,,,,,
1382,00007ffc 59932b50,      MEMBAR.ALL.CTA,0,20,,Load/Store,448,32,,,,,,,,,
1383,00007ffc 59932b60,      FENCE.VIEW.ASYNC.S,0,20,,Load/Store,448,32,,,,,,,,,
1384,00007ffc 59932b70,"      R2UR UR38, R10",0,20,,Uniform Datapath,448,32,,,,,,,,,
1385,00007ffc 59932b80,"      R2UR UR39, R9",0,19,,Uniform Datapath,448,32,,,,,,,,,
1386,00007ffc 59932b90,"      R2UR UR59, R8",0,19,,Uniform Datapath,448,32,,,,,,,,,
1387,00007ffc 59932ba0,"      PRMT R0, RZ, 0x654, R0",0,19,,Movement,448,32,,,,,,,,,
1388,00007ffc 59932bb0,"      ULOP3.LUT UP0, UR38, UR38, 0x1, URZ, 0xc0, !UPT",0,19,1,Uniform Datapath,448,32,,,,,,,,,
1389,00007ffc 59932bc0,"      ULOP3.LUT UR58, UR39, 0xffff, URZ, 0xc0, !UPT",0,19,,Uniform Datapath,448,32,,,,,,,,,
1390,00007ffc 59932bd0,"      SYNCS.ARRIVE.TRANS64.RED.A1T0 RZ, [R0+URZ], RZ",0,19,,Load/Store,448,32,,,,,,,,,
1391,00007ffc 59932be0,"      USEL UR59, UR59, 0xffffffff, UP0",0,19,,Uniform Datapath,448,32,,,,,,,,,
1392,00007ffc 59932bf0,"      USEL UR58, UR58, 0xffffffff, UP0",0,19,,Uniform Datapath,448,32,,,,,,,,,
1393,00007ffc 59932c00,"      BRA.U.ANY UP3, 0x7ffc599402a0",0,19,,Control,448,32,,,,,,,,,
1394,00007ffc 59932c10,"      UISETP.NE.AND UP0, UPT, UR13, 0x1, UPT",0,19,,Uniform Datapath,448,32,,,,,,,,,
1395,00007ffc 59932c20,"      USHF.L.U32 UR10, UR12, 0x7, URZ",0,19,,Uniform Datapath,448,32,,,,,,,,,
1396,00007ffc 59932c30,"      LDCU UR12, c[0x0][0xcc8]",0,19,,Uniform Datapath,448,32,,,,,,,,,
1397,00007ffc 59932c40,"      LDCU UR18, c[0x0][0xcc4]",0,19,,Uniform Datapath,448,32,,,,,,,,,
1398,00007ffc 59932c50,"      IMAD.U32 R3, RZ, RZ, UR10",0,20,,Integer,448,32,,,,,,,,,
1399,00007ffc 59932c60,"@!UP0 LDCU.128 UR4, c[0x0][0x1550]",0,20,,Uniform Datapath,448,,,,,,,,,,
1400,00007ffc 59932c70,"      LOP3.LUT R3, R3, 0x6, R51, 0xf8, !PT",0,20,,Integer,448,32,,,,,,,,,
1401,00007ffc 59932c80,"@!UP0 LDCU UR17, c[0x0][0x154c]",0,20,,Uniform Datapath,448,,,,,,,,,,
1402,00007ffc 59932c90,"@!UP0 LDCU UR9, c[0x0][0x1560]",0,20,,Uniform Datapath,448,,,,,,,,,,
1403,00007ffc 59932ca0,"      UIMAD.WIDE.U32 UR26, UR59, UR4, URZ",0,20,,Uniform Datapath,448,32,,,,,,,,,
1404,00007ffc 59932cb0,"      IADD3 R3, PT, PT, -R3, UR12, RZ",0,20,,Integer,448,32,,,,,,,,,
1405,00007ffc 59932cc0,"      UIMAD.WIDE.U32 UR22, UR58, UR7, URZ",0,20,,Uniform Datapath,448,32,,,,,,,,,
1406,00007ffc 59932cd0,"@!UP0 UISETP.NE.AND UP1, UPT, UR6, 0x1, UPT",0,20,,Uniform Datapath,448,,,,,,,,,,
1407,00007ffc 59932ce0,"@!UP0 UMOV UR4, UR27",0,20,,Uniform Datapath,448,,,,,,,,,,
1408,00007ffc 59932cf0,"@!UP0 UISETP.NE.AND UP2, UPT, UR17, 0x1, UPT",0,20,,Uniform Datapath,448,,,,,,,,,,
1409,00007ffc 59932d00,"@!UP0 USHF.R.U32.HI UR5, URZ, UR5, UR4",0,20,1,Uniform Datapath,448,,,,,,,,,,
1410,00007ffc 59932d10,"@!UP0 UMOV UR4, UR23",0,20,,Uniform Datapath,448,,,,,,,,,,
1411,00007ffc 59932d20,"@!UP0 USEL UR5, UR59, UR5, !UP2",0,20,,Uniform Datapath,448,,,,,,,,,,
1412,00007ffc 59932d30,"@!UP0 USHF.R.U32.HI UR4, URZ, UR9, UR4",0,20,,Uniform Datapath,448,,,,,,,,,,
1413,00007ffc 59932d40,"      USHF.L.U32 UR9, UR11, 0x7, URZ",0,20,,Uniform Datapath,448,32,,,,,,,,,
1414,00007ffc 59932d50,"@!UP0 USEL UR4, UR58, UR4, !UP1",0,20,,Uniform Datapath,448,,,,,,,,,,
1415,00007ffc 59932d60,"@!UP0 UIADD3 UR7, UPT, UPT, UR5, -UR4, URZ",0,20,,Uniform Datapath,448,,,,,,,,,,
1416,00007ffc 59932d70,"      LOP3.LUT R6, R50, UR9, RZ, 0xfc, !PT",0,21,,Integer,448,32,,,,,,,,,
1417,00007ffc 59932d80,"@!UP0 UIADD3 UR4, UPT, UPT, -UR5, UR4, URZ",0,21,,Uniform Datapath,448,,,,,,,,,,
1418,00007ffc 59932d90,"@!UP0 UIMAD UR58, UR7, UR6, UR58",0,21,,Uniform Datapath,448,,,,,,,,,,
1419,00007ffc 59932da0,"      IADD3 R6, PT, PT, -R6, UR18, RZ",0,21,,Integer,448,32,,,,,,,,,
1420,00007ffc 59932db0,"@!UP0 UIMAD UR59, UR4, UR17, UR59",0,21,,Uniform Datapath,448,,,,,,,,,,
1421,00007ffc 59932dc0,@!P5  BRA 0x7ffc59932e20,0,21,,Control,448,32,,,,,,,,,
1422,00007ffc 59932dd0,"@P0   LDC.64 R8, c[0x0][0x1368]",0,21,,Load/Store,,,,,,,,,,,
1423,00007ffc 59932de0,"@P0   IMAD R0, R46, UR36, RZ",0,21,,Integer,,,,,,,,,,,
1424,00007ffc 59932df0,"@P0   IMAD.WIDE R8, R0, 0x4, R8",0,21,,Integer,,,,,,,,,,,
1425,00007ffc 59932e00,"@P0   LDG.E R41, desc[UR32][R8.64]",0,20,,Load/Store,,,,,,,,,,,
1426,00007ffc 59932e10,"@!P0  LDC R41, c[0x0][0x1360]",0,18,,Load/Store,,,,,,,,,,,
1427,00007ffc 59932e20,"      LEA R37, R4, UR34, 0x3",0,19,,Integer,448,32,,,,,,,,,
1428,00007ffc 59932e30,"      LDCU.64 UR4, c[0x0][0x1380]",0,19,,Uniform Datapath,448,32,,,,,,,,,
1429,00007ffc 59932e40,"      SHF.L.U32 R5, R55, 0x1f, RZ",0,20,,Integer,448,32,,,,,,,,,
1430,00007ffc 59932e50,"      ISETP.NE.U32.AND P1, PT, RZ, UR4, PT",0,20,,Integer,448,32,,,,,,,,,
1431,00007ffc 59932e60,"      ISETP.NE.AND.EX P1, PT, RZ, UR5, PT, P1",0,20,,Integer,448,32,,,,,,,,,
1432,00007ffc 59932e70,"      FSEL R38, R43, RZ, !P1",0,21,,Floating Point,448,32,,,,,,,,,
1433,00007ffc 59932e80,"      IMAD.MOV.U32 R36, RZ, RZ, R38",0,22,1,Integer,448,32,,,,,,,,,
1434,00007ffc 59932e90,"      IMAD.MOV.U32 R2, RZ, RZ, R38",0,23,,Integer,448,32,,,,,,,,,
1435,00007ffc 59932ea0,"      IMAD.MOV.U32 R0, RZ, RZ, R38",0,24,,Integer,448,32,,,,,,,,,
1436,00007ffc 59932eb0,@!P1  BRA 0x7ffc59933070,0,24,,Control,448,32,,,,,,,,,
1437,00007ffc 59932ec0,"      IADD3 R8, P1, PT, R50, UR9, RZ",0,21,,Integer,,,,,,,,,,,
1438,00007ffc 59932ed0,"      IMAD.U32 R0, RZ, RZ, UR9",0,22,,Integer,,,,,,,,,,,
1439,00007ffc 59932ee0,"      ISETP.GE.AND P3, PT, R3, 0x1, PT",0,22,,Integer,,,,,,,,,,,
1440,00007ffc 59932ef0,"      IMAD.MOV.U32 R38, RZ, RZ, RZ",0,23,,Integer,,,,,,,,,,,
1441,00007ffc 59932f00,"      VIMNMX R3, PT, PT, R6, R3, PT",0,23,,Integer,,,,,,,,,,,
1442,00007ffc 59932f10,"      LEA.HI.X.SX32 R9, R0, RZ, 0x1, P1",0,24,,Integer,,,,,,,,,,,
1443,00007ffc 59932f20,"      ISETP.GE.AND P4, PT, R3, 0x1, PT",0,24,,Integer,,,,,,,,,,,
1444,00007ffc 59932f30,"      ISETP.LT.OR P6, PT, R6, 0x11, !P3",0,23,,Integer,,,,,,,,,,,
1445,00007ffc 59932f40,"      IMAD.WIDE.U32 R8, R44, UR36, R8",0,23,,Integer,,,,,,,,,,,
1446,00007ffc 59932f50,"      IMAD R9, R45, UR36, R9",0,23,,Integer,,,,,,,,,,,
1447,00007ffc 59932f60,"      LEA R2, P1, R8, UR4, 0x1",0,24,,Integer,,,,,,,,,,,
1448,00007ffc 59932f70,"      LEA.HI.X R3, R8, UR5, R9, 0x1, P1",0,25,,Integer,,,,,,,,,,,
1449,00007ffc 59932f80,"      ISETP.LT.OR P1, PT, R6, 0x9, !P3",0,23,,Integer,,,,,,,,,,,
1450,00007ffc 59932f90,"      ISETP.LT.OR P3, PT, R6, 0x19, !P3",0,23,,Integer,,,,,,,,,,,
1451,00007ffc 59932fa0,"@P4   LDG.E.U16 R7, desc[UR32][R2.64]",0,23,,Load/Store,,,,,,,,,,,
1452,00007ffc 59932fb0,"@!P6  LDG.E.U16 R0, desc[UR32][R2.64+0x20]",0,23,,Load/Store,,,,,,,,,,,
1453,00007ffc 59932fc0,"@!P1  LDG.E.U16 R6, desc[UR32][R2.64+0x10]",0,23,,Load/Store,,,,,,,,,,,
1454,00007ffc 59932fd0,"@!P3  LDG.E.U16 R3, desc[UR32][R2.64+0x30]",0,23,,Load/Store,,,,,,,,,,,
1455,00007ffc 59932fe0,"      IMAD.MOV.U32 R2, RZ, RZ, RZ",0,23,,Integer,,,,,,,,,,,
1456,00007ffc 59932ff0,"@P4   PRMT R2, R7, 0x5410, RZ",0,23,,Movement,,,,,,,,,,,
1457,00007ffc 59933000,"@!P6  PRMT R38, R0, 0x5410, RZ",0,22,,Movement,,,,,,,,,,,
1458,00007ffc 59933010,"@!P1  PRMT R2, R2, 0x5410, R6",0,21,,Movement,,,,,,,,,,,
1459,00007ffc 59933020,"      HADD2.F32 R0, -RZ, R2.H0_H0",0,21,,Floating Point,,,,,,,,,,,
1460,00007ffc 59933030,"      HADD2.F32 R2, -RZ, R2.H1_H1",0,21,,Floating Point,,,,,,,,,,,
1461,00007ffc 59933040,"@!P3  PRMT R38, R38, 0x5410, R3",0,21,,Movement,,,,,,,,,,,
1462,00007ffc 59933050,"      HADD2.F32 R36, -RZ, R38.H0_H0",0,21,,Floating Point,,,,,,,,,,,
1463,00007ffc 59933060,"      HADD2.F32 R38, -RZ, R38.H1_H1",0,21,,Floating Point,,,,,,,,,,,
1464,00007ffc 59933070,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P1, [R37+URZ+0xe0], R5",0,21,,Load/Store,448,32,,,,,,,,,
1465,00007ffc 59933080,"      LEA R3, R4, R42, 0x7",0,22,,Integer,448,32,,,,,,,,,
1466,00007ffc 59933090,@P1   BRA 0x7ffc599330c0,0,22,150,Control,448,,,,,,,,,,
1467,00007ffc 599330a0,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P1, [R37+URZ+0xe0], R5",0,22,,Load/Store,448,32,,,,,,,,,
1468,00007ffc 599330b0,@!P1  BRA 0x7ffc599405c0,0,22,160,Control,448,32,,,,,,,,,
1469,00007ffc 599330c0,"      R2UR UR4, R3",0,21,1,Uniform Datapath,448,32,,,,,,,,,
1470,00007ffc 599330d0,"      LDCU.64 UR6, c[0x0][0x13a8]",0,21,,Uniform Datapath,448,32,,,,,,,,,
1471,00007ffc 599330e0,"      LOP3.LUT P1, RZ, R48, 0x2, RZ, 0xc0, !PT",0,21,,Integer,448,32,,,,,,,,,
1472,00007ffc 599330f0,"      VIADD R54, R49, UR34",0,22,,Integer,448,32,,,,,,,,,
1473,00007ffc 59933100,"      BSSY.RECONVERGENT B0, 0x7ffc59933c50",0,22,1,Control,448,32,,,,,,,,,
1474,00007ffc 59933110,"      VIADD R52, R4, 0x1",0,23,,Integer,448,32,,,,,,,,,
1475,00007ffc 59933120,"      VIADD R6, R54, 0x400",0,23,,Integer,448,32,,,,,,,,,
1476,00007ffc 59933130,"      VIADD R53, R54, 0x420",0,24,,Integer,448,32,,,,,,,,,
1477,00007ffc 59933140,"      ISETP.NE.AND P4, PT, R52, 0x2, PT",0,24,,Integer,448,32,,,,,,,,,
1478,00007ffc 59933150,"      VIADD R47, R47, 0x1",0,24,,Integer,448,32,,,,,,,,,
1479,00007ffc 59933160,"      LDTM.16dp256bit.x4 R12, tmem[UR4]",0,40,,Tensor Core Memory,448,32,Tmem,Load,,,,,,,
1480,00007ffc 59933170,"      SEL R4, RZ, 0x1, P4",0,41,,Movement,448,32,,,,,,,,,
1481,00007ffc 59933180,"@P1   VIADD R53, R6, 0xffffffe0",0,41,,Integer,448,16,,,,,,,,,
1482,00007ffc 59933190,"      ISETP.NE.AND P3, PT, R47, 0x2, PT",0,40,,Integer,448,32,,,,,,,,,
1483,00007ffc 599331a0,"      LOP3.LUT R55, R55, R4, RZ, 0x3c, !PT",0,40,,Integer,448,32,,,,,,,,,
1484,00007ffc 599331b0,"      SEL R5, RZ, 0x1, P3",0,40,,Movement,448,32,,,,,,,,,
1485,00007ffc 599331c0,"      LOP3.LUT R56, R56, R5, RZ, 0x3c, !PT",0,40,,Integer,448,32,,,,,,,,,
1486,00007ffc 599331d0,"      FFMA2 R12, R41.F32, R12.F32x2.HI_LO, R0.F32",0,39,,Floating Point,448,32,,,,,,,,,
1487,00007ffc 599331e0,"      FFMA2 R14, R41.F32, R14.F32x2.HI_LO, R2.F32",0,39,,Floating Point,448,32,,,,,,,,,
1488,00007ffc 599331f0,"      FFMA2 R16, R41.F32, R16.F32x2.HI_LO, R0.F32",0,39,,Floating Point,448,32,,,,,,,,,
1489,00007ffc 59933200,"      FMNMX.NAN R7, R12, UR6, !PT",0,40,,Floating Point,448,32,,,,,,,,,
1490,00007ffc 59933210,"      FFMA2 R4, R41.F32, R18.F32x2.HI_LO, R2.F32",0,41,,Floating Point,448,32,,,,,,,,,
