#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,cutlass3x_sm100_bstensorop_s256x128x64gemm_block_scaled_ue4m3xf4_ue4m3xf4_f32_f16_f16_256x128x256_0_tnn_align32_o_vs16_2sm_bias_f16_relu
2860,00007ffc 599387b0,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P1, [UR5+0xc0], R2",0,10,,Load/Store,,,,,,,,,,,
2861,00007ffc 599387c0,@!P1  BRA 0x7ffc599410b0,0,10,,Control,,,,,,,,,,,
2862,00007ffc 599387d0,"      UIADD3 UR4, UPT, UPT, UR5, 0xb0, URZ",0,9,,Uniform Datapath,,,,,,,,,,,
2863,00007ffc 599387e0,"@!P0  MOV R0, 0x10",0,9,,Movement,,,,,,,,,,,
2864,00007ffc 599387f0,"      IMAD.U32 R2, RZ, RZ, UR4",0,10,,Integer,,,,,,,,,,,
2865,00007ffc 59938800,"      PRMT R2, R7, 0x654, R2",0,10,,Movement,,,,,,,,,,,
2866,00007ffc 59938810,"      ULEA UR4, UR6, UR31, 0x4",0,10,,Uniform Datapath,,,,,,,,,,,
2867,00007ffc 59938820,"      SEL R3, R2, R3, !P0",0,10,,Movement,,,,,,,,,,,
2868,00007ffc 59938830,"      UIADD3 UR5, UPT, UPT, UR5, 0xb0, URZ",0,9,,Uniform Datapath,,,,,,,,,,,
2869,00007ffc 59938840,"      LEA R2, R9, UR31, 0x3",0,10,,Integer,,,,,,,,,,,
2870,00007ffc 59938850,"      UIADD3 UR4, UPT, UPT, UR4, 0x120, URZ",0,10,,Uniform Datapath,,,,,,,,,,,
2871,00007ffc 59938860,"@!P0  SYNCS.ARRIVE.TRANS64.RED RZ, [R3+URZ], R0",0,10,,Load/Store,,,,,,,,,,,
2872,00007ffc 59938870,"      UGETNEXTWORKID.BROADCAST [UR4], [UR5]",0,9,,Uniform Datapath,,,,,,,,,,,
2873,00007ffc 59938880,"      SHF.L.U32 R0, R8, 0x1f, RZ",0,10,,Integer,,,,,,,,,,,
2874,00007ffc 59938890,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P1, [R2+URZ+0xb0], R0",0,10,,Load/Store,,,,,,,,,,,
2875,00007ffc 599388a0,"      UIADD3 UR6, UPT, UPT, UR6, 0x1, URZ",0,10,,Uniform Datapath,,,,,,,,,,,
2876,00007ffc 599388b0,"      LEA R4, R9, UR31, 0x4",0,11,,Integer,,,,,,,,,,,
2877,00007ffc 599388c0,"      UISETP.NE.AND UP0, UPT, UR6, 0x2, UPT",0,11,,Uniform Datapath,,,,,,,,,,,
2878,00007ffc 599388d0,"      USEL UR4, URZ, 0x1, UP0",0,11,,Uniform Datapath,,,,,,,,,,,
2879,00007ffc 599388e0,"      USEL UR6, UR6, URZ, UP0",0,11,,Uniform Datapath,,,,,,,,,,,
2880,00007ffc 599388f0,"      LOP3.LUT R10, R10, UR4, RZ, 0x3c, !PT",0,11,,Integer,,,,,,,,,,,
2881,00007ffc 59938900,@!P1  BRA 0x7ffc59941110,0,11,,Control,,,,,,,,,,,
2882,00007ffc 59938910,"      LDS R4, [R4+0x128]",0,10,,Load/Store,,,,,,,,,,,
2883,00007ffc 59938920,"      IADD3 R6, PT, PT, R6, 0x1, RZ",0,10,,Integer,,,,,,,,,,,
2884,00007ffc 59938930,      MEMBAR.ALL.CTA,0,10,,Load/Store,,,,,,,,,,,
2885,00007ffc 59938940,      FENCE.VIEW.ASYNC.S,0,10,,Load/Store,,,,,,,,,,,
2886,00007ffc 59938950,"      LOP3.LUT R4, R4, 0x1, RZ, 0xc0, !PT",0,10,,Integer,,,,,,,,,,,
2887,00007ffc 59938960,"      VIADD R0, R2, 0xc0",0,11,,Integer,,,,,,,,,,,
2888,00007ffc 59938970,"      ISETP.NE.AND P3, PT, R6, 0x2, PT",0,10,,Integer,,,,,,,,,,,
2889,00007ffc 59938980,"      VIADD R9, R9, 0x1",0,10,,Integer,,,,,,,,,,,
2890,00007ffc 59938990,"      ISETP.NE.U32.AND P1, PT, R4, 0x1, PT",0,10,,Integer,,,,,,,,,,,
2891,00007ffc 599389a0,"      PRMT R0, RZ, 0x654, R0",0,9,,Movement,,,,,,,,,,,
2892,00007ffc 599389b0,"      ISETP.NE.AND P2, PT, R9, 0x2, PT",0,9,,Integer,,,,,,,,,,,
2893,00007ffc 599389c0,"      SYNCS.ARRIVE.TRANS64.RED.A1T0 RZ, [R0+URZ], RZ",0,9,,Load/Store,,,,,,,,,,,
2894,00007ffc 599389d0,"      SEL R6, R6, RZ, P3",0,8,,Movement,,,,,,,,,,,
2895,00007ffc 599389e0,"      SEL R2, RZ, 0x1, P2",0,9,,Movement,,,,,,,,,,,
2896,00007ffc 599389f0,"      SEL R9, R9, RZ, P2",0,9,,Movement,,,,,,,,,,,
2897,00007ffc 59938a00,"      LOP3.LUT R8, R8, R2, RZ, 0x3c, !PT",0,9,,Integer,,,,,,,,,,,
2898,00007ffc 59938a10,"      SEL R0, RZ, 0x1, P3",0,9,,Movement,,,,,,,,,,,
2899,00007ffc 59938a20,"      LOP3.LUT R5, R5, R0, RZ, 0x3c, !PT",0,9,,Integer,,,,,,,,,,,
2900,00007ffc 59938a30,@!P1  BRA 0x7ffc59938720,0,8,,Control,,,,,,,,,,,
2901,00007ffc 59938a40,"      ULEA UR5, UR6, UR31, 0x3",0,2,,Uniform Datapath,,,,,,,,,,,
2902,00007ffc 59938a50,"      SHF.L.U32 R2, R10, 0x1f, RZ",0,3,,Integer,,,,,,,,,,,
2903,00007ffc 59938a60,"      SYNCS.PHASECHK.TRANS64 P0, [UR5+0xc0], R2",0,3,,Load/Store,,,,,,,,,,,
2904,00007ffc 59938a70,@P0   BRA 0x7ffc59938aa0,0,3,,Control,,,,,,,,,,,
2905,00007ffc 59938a80,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR5+0xc0], R2",0,3,,Load/Store,,,,,,,,,,,
2906,00007ffc 59938a90,@!P0  BRA 0x7ffc59941160,0,3,,Control,,,,,,,,,,,
2907,00007ffc 59938aa0,"      UIADD3 UR4, UPT, UPT, UR6, 0x1, URZ",0,2,,Uniform Datapath,,,,,,,,,,,
2908,00007ffc 59938ab0,"      UISETP.NE.AND UP0, UPT, UR4, 0x2, UPT",0,2,,Uniform Datapath,,,,,,,,,,,
2909,00007ffc 59938ac0,"      USEL UR7, URZ, 0x1, UP0",0,2,,Uniform Datapath,,,,,,,,,,,
2910,00007ffc 59938ad0,"      USEL UR4, UR4, URZ, UP0",0,2,,Uniform Datapath,,,,,,,,,,,
2911,00007ffc 59938ae0,"      ULEA UR4, UR4, UR31, 0x3",0,2,,Uniform Datapath,,,,,,,,,,,
2912,00007ffc 59938af0,"      LOP3.LUT R2, R10, UR7, RZ, 0x3c, !PT",0,3,,Integer,,,,,,,,,,,
2913,00007ffc 59938b00,"      SHF.L.U32 R0, R2, 0x1f, RZ",0,3,,Integer,,,,,,,,,,,
2914,00007ffc 59938b10,"      SYNCS.PHASECHK.TRANS64 P0, [UR4+0xc0], R0",0,3,,Load/Store,,,,,,,,,,,
2915,00007ffc 59938b20,@P0   EXIT,0,2,,Control,,,,,,,,,,,
2916,00007ffc 59938b30,"      SHF.L.U32 R2, R2, 0x1f, RZ",0,2,,Integer,,,,,,,,,,,
2917,00007ffc 59938b40,"      MOV R0, UR4",0,3,,Movement,,,,,,,,,,,
2918,00007ffc 59938b50,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [R0+URZ+0xc0], R2",0,3,,Load/Store,,,,,,,,,,,
2919,00007ffc 59938b60,@!P0  NANOSLEEP.SYNCS 0x989680,0,3,,Control,,,,,,,,,,,
2920,00007ffc 59938b70,"@!P0  SYNCS.PHASECHK.TRANS64 P0, [R0+URZ+0xc0], R2",0,3,,Load/Store,,,,,,,,,,,
2921,00007ffc 59938b80,@P0   EXIT,0,3,,Control,,,,,,,,,,,
2922,00007ffc 59938b90,      BRA 0x7ffc59938b50,0,3,,Control,,,,,,,,,,,
2923,00007ffc 59938ba0,"      UISETP.NE.AND UP0, UPT, UR17, URZ, UPT",0,53,,Uniform Datapath,,,,,,,,,,,
2924,00007ffc 59938bb0,"      BRA.U UP0, 0x7ffc5993a170",0,53,,Control,,,,,,,,,,,
2925,00007ffc 59938bc0,"      S2UR UR4, SR_CgaCtaId",0,46,,Uniform Datapath,,,,,,,,,,,
2926,00007ffc 59938bd0,"      UMOV UR7, 0x40",0,46,,Uniform Datapath,,,,,,,,,,,
2927,00007ffc 59938be0,      NOP,0,46,,Miscellaneous,,,,,,,,,,,
2928,00007ffc 59938bf0,"      LDCU.U8 UR18, c[0x0][0x9f4]",0,46,,Uniform Datapath,,,,,,,,,,,
2929,00007ffc 59938c00,"      LDCU.U8 UR5, c[0x0][0x9f5]",0,46,,Uniform Datapath,,,,,,,,,,,
2930,00007ffc 59938c10,"      ULEA UR7, UR4, UR7, 0x18",0,46,,Uniform Datapath,,,,,,,,,,,
2931,00007ffc 59938c20,"      LDS.U8 R2, [UR7+0x1c]",0,47,,Load/Store,,,,,,,,,,,
2932,00007ffc 59938c30,"      ISETP.NE.AND P0, PT, R2, RZ, PT",0,47,,Integer,,,,,,,,,,,
2933,00007ffc 59938c40,@P0   BRA 0x7ffc59939040,0,46,,Control,,,,,,,,,,,
2934,00007ffc 59938c50,"      ULOP3.LUT UR26, UR4, 0x1, URZ, 0xc0, !UPT",0,46,,Uniform Datapath,,,,,,,,,,,
2935,00007ffc 59938c60,"      ULOP3.LUT UR25, UR4, 0x1, URZ, 0x3c, !UPT",0,46,,Uniform Datapath,,,,,,,,,,,
2936,00007ffc 59938c70,"      UISETP.NE.U32.AND UP1, UPT, UR26, 0x1, UPT",0,46,,Uniform Datapath,,,,,,,,,,,
2937,00007ffc 59938c80,"      UIADD3 UR6, UPT, UPT, UR7, 0x8, URZ",0,46,,Uniform Datapath,,,,,,,,,,,
2938,00007ffc 59938c90,"      BRA.U !UP1, 0x7ffc59938ef0",0,46,,Control,,,,,,,,,,,
2939,00007ffc 59938ca0,"      ELECT P0, URZ, PT",0,46,,Control,,,,,,,,,,,
2940,00007ffc 59938cb0,"      BSSY B0, 0x7ffc59938ef0",0,46,,Control,,,,,,,,,,,
2941,00007ffc 59938cc0,@!P0  BRA 0x7ffc59938ee0,0,46,,Control,,,,,,,,,,,
2942,00007ffc 59938cd0,"      UMOV UR4, 0x10",0,46,,Uniform Datapath,,,,,,,,,,,
2943,00007ffc 59938ce0,"      DEPBAR.LE SB1, 0x36",0,46,,Miscellaneous,,,,,,,,,,,
2944,00007ffc 59938cf0,"      UTCATOMSWS.2CTA.FIND_AND_SET.ALIGN UP0, UR4, UR4",0,46,,Tensor Core Memory,,,,,,,,,,,
2945,00007ffc 59938d00,"      MOV R10, UR4",0,47,,Movement,,,,,,,,,,,
2946,00007ffc 59938d10,"      BRA.U UP0, 0x7ffc59938d80",0,47,,Control,,,,,,,,,,,
2947,00007ffc 59938d20,      NANOSLEEP 0x64,0,46,,Control,,,,,,,,,,,
2948,00007ffc 59938d30,"      UMOV UR4, 0x10",0,46,,Uniform Datapath,,,,,,,,,,,
2949,00007ffc 59938d40,"      DEPBAR.LE SB1, 0x36",0,46,,Miscellaneous,,,,,,,,,,,
2950,00007ffc 59938d50,"      UTCATOMSWS.2CTA.FIND_AND_SET.ALIGN UP0, UR4, UR4",0,46,,Tensor Core Memory,,,,,,,,,,,
2951,00007ffc 59938d60,"      MOV R10, UR4",0,47,,Movement,,,,,,,,,,,
2952,00007ffc 59938d70,"      BRA.U !UP0, 0x7ffc59938d20",0,47,,Control,,,,,,,,,,,
2953,00007ffc 59938d80,"      LDS R6, [UR7+0x10]",0,48,,Load/Store,,,,,,,,,,,
2954,00007ffc 59938d90,"      IMAD.U32 R3, RZ, RZ, UR31",0,49,,Integer,,,,,,,,,,,
2955,00007ffc 59938da0,"      MOV R2, UR25",0,50,,Movement,,,,,,,,,,,
2956,00007ffc 59938db0,"      VIADD R3, R3, 0x140",0,50,,Integer,,,,,,,,,,,
2957,00007ffc 59938dc0,"      SHF.L.U32 R6, R6, 0x1f, RZ",0,50,,Integer,,,,,,,,,,,
2958,00007ffc 59938dd0,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR7+0x8], R6",0,50,,Load/Store,,,,,,,,,,,
2959,00007ffc 59938de0,@!P0  BRA 0x7ffc599411c0,0,50,,Control,,,,,,,,,,,
2960,00007ffc 59938df0,"      HFMA2 R4, -RZ, RZ, 0, 5.9604644775390625e-08",0,50,,Floating Point,,,,,,,,,,,
2961,00007ffc 59938e00,"      UPRMT UR4, UR25, 0x654, UR6",0,50,,Uniform Datapath,,,,,,,,,,,
2962,00007ffc 59938e10,"      IMAD.MOV.U32 R8, RZ, RZ, 0xffff",0,51,,Integer,,,,,,,,,,,
2963,00007ffc 59938e20,"      PRMT R2, R2, 0x654, R3",0,51,,Movement,,,,,,,,,,,
2964,00007ffc 59938e30,"      IMAD.MOV.U32 R6, RZ, RZ, 0x4",0,51,,Integer,,,,,,,,,,,
2965,00007ffc 59938e40,"      IMAD.SHL.U32 R9, R10, 0x20, RZ",0,52,,Integer,,,,,,,,,,,
2966,00007ffc 59938e50,"      MOV R3, UR4",0,53,,Movement,,,,,,,,,,,
2967,00007ffc 59938e60,"      SHF.L.U32 R8, R8, R10, RZ",0,53,,Integer,,,,,,,,,,,
2968,00007ffc 59938e70,"      SYNCS.ARRIVE.TRANS64.RED RZ, [UR4], R6",0,53,,Load/Store,,,,,,,,,,,
2969,00007ffc 59938e80,"      SHF.L.U32 R7, R4, R10, RZ",0,53,,Integer,,,,,,,,,,,
2970,00007ffc 59938e90,"      STS [UR31+0x140], R9",0,53,,Load/Store,,,,,,,,,,,
2971,00007ffc 59938ea0,"      STAS [R2.64], R10",0,52,,Load/Store,,,,,,,,,,,
2972,00007ffc 59938eb0,"      ATOMS.OR RZ, [UR7+0x14], R8",0,49,,Load/Store,,,,,,,,,,,
2973,00007ffc 59938ec0,"      ATOMS.OR RZ, [UR7+0x18], R7",0,48,,Load/Store,,,,,,,,,,,
2974,00007ffc 59938ed0,"      ATOMS.XOR RZ, [UR7+0x10], R4",0,47,,Load/Store,,,,,,,,,,,
2975,00007ffc 59938ee0,      BSYNC B0,0,46,,Control,,,,,,,,,,,
2976,00007ffc 59938ef0,"      BRA.U UP1, 0x7ffc59939080",0,46,,Control,,,,,,,,,,,
2977,00007ffc 59938f00,      WARPSYNC.ALL,0,46,,Control,,,,,,,,,,,
2978,00007ffc 59938f10,"      ELECT P0, URZ, PT",0,46,,Control,,,,,,,,,,,
2979,00007ffc 59938f20,@!P0  BRA 0x7ffc59939080,0,46,,Control,,,,,,,,,,,
2980,00007ffc 59938f30,"      LDS R3, [UR7+0x10]",0,47,,Load/Store,,,,,,,,,,,
2981,00007ffc 59938f40,"      SHF.L.U32 R3, R3, 0x1f, RZ",0,47,,Integer,,,,,,,,,,,
2982,00007ffc 59938f50,"      SYNCS.PHASECHK.TRANS64.TRYWAIT P0, [UR7+0x8], R3",0,47,,Load/Store,,,,,,,,,,,
2983,00007ffc 59938f60,@!P0  BRA 0x7ffc59941220,0,47,,Control,,,,,,,,,,,
2984,00007ffc 59938f70,"      LDS R6, [UR31+0x140]",0,47,,Load/Store,,,,,,,,,,,
2985,00007ffc 59938f80,"      IMAD.MOV.U32 R3, RZ, RZ, 0xffff",0,48,,Integer,,,,,,,,,,,
2986,00007ffc 59938f90,"      MOV R2, 0x1",0,49,,Movement,,,,,,,,,,,
2987,00007ffc 59938fa0,"      UPRMT UR4, UR25, 0x654, UR6",0,49,,Uniform Datapath,,,,,,,,,,,
2988,00007ffc 59938fb0,"      IMAD.SHL.U32 R4, R6, 0x20, RZ",0,50,,Integer,,,,,,,,,,,
2989,00007ffc 59938fc0,"      SHF.L.U32 R3, R3, R6, RZ",0,50,,Integer,,,,,,,,,,,
2990,00007ffc 59938fd0,"      SHF.L.U32 R6, R2, R6, RZ",0,50,,Integer,,,,,,,,,,,
2991,00007ffc 59938fe0,"      STS [UR31+0x140], R4",0,50,,Load/Store,,,,,,,,,,,
2992,00007ffc 59938ff0,"      ATOMS.OR RZ, [UR7+0x14], R3",0,49,,Load/Store,,,,,,,,,,,
2993,00007ffc 59939000,"      ATOMS.OR RZ, [UR7+0x18], R6",0,48,,Load/Store,,,,,,,,,,,
2994,00007ffc 59939010,"      SYNCS.ARRIVE.TRANS64.RED.A1T0 RZ, [UR4], RZ",0,47,,Load/Store,,,,,,,,,,,
2995,00007ffc 59939020,"      ATOMS.XOR RZ, [UR7+0x10], R2",0,47,,Load/Store,,,,,,,,,,,
2996,00007ffc 59939030,      BRA 0x7ffc59939080,0,46,,Control,,,,,,,,,,,
2997,00007ffc 59939040,"      MOV R2, 0xffffffff",0,46,,Movement,,,,,,,,,,,
2998,00007ffc 59939050,"      MOV R6, 0xbb80",0,47,,Movement,,,,,,,,,,,
2999,00007ffc 59939060,"      STS [UR31+0x140], R2",0,46,,Load/Store,,,,,,,,,,,
3000,00007ffc 59939070,      CALL.REL.NOINC 0x7ffc59942080,0,87,,Control,,,,,,,,,,,
3001,00007ffc 59939080,      WARPSYNC.ALL,0,46,,Control,,,,,,,,,,,
3002,00007ffc 59939090,"      S2UR UR12, SR_CgaCtaId",0,46,,Uniform Datapath,,,,,,,,,,,
3003,00007ffc 599390a0,"      UMOV UR4, 0x400",0,46,,Uniform Datapath,,,,,,,,,,,
3004,00007ffc 599390b0,      NOP,0,46,,Miscellaneous,,,,,,,,,,,
3005,00007ffc 599390c0,"      BAR.ARV 0x6, 0xa0",0,46,,Miscellaneous,,,,,,,,,,,
3006,00007ffc 599390d0,"      UIADD3 UR16, UPT, UPT, UR28, 0xff, URZ",0,46,,Uniform Datapath,,,,,,,,,,,
3007,00007ffc 599390e0,"      LOP3.LUT R0, R0, 0xffff, RZ, 0xc0, !PT",0,46,,Integer,,,,,,,,,,,
3008,00007ffc 599390f0,"      USHF.L.U32 UR5, UR5, 0xa, URZ",0,46,,Uniform Datapath,,,,,,,,,,,
3009,00007ffc 59939100,"      LOP3.LUT R5, R5, 0xffff, RZ, 0xc0, !PT",0,46,,Integer,,,,,,,,,,,
3010,00007ffc 59939110,"      USHF.L.U32 UR18, UR18, 0x7, URZ",0,46,,Uniform Datapath,,,,,,,,,,,
3011,00007ffc 59939120,"      R2UR UR20, R0",0,46,,Uniform Datapath,,,,,,,,,,,
3012,00007ffc 59939130,"      ULOP3.LUT UR5, UR5, 0x1c00, URZ, 0xc0, !UPT",0,45,,Uniform Datapath,,,,,,,,,,,
3013,00007ffc 59939140,"      R2UR UR21, R5",0,45,,Uniform Datapath,,,,,,,,,,,
3014,00007ffc 59939150,"      IMAD.MOV.U32 R7, RZ, RZ, 0x1",0,45,,Integer,,,,,,,,,,,
3015,00007ffc 59939160,"      UMOV UR15, URZ",0,45,,Uniform Datapath,,,,,,,,,,,
3016,00007ffc 59939170,"      ULEA UR12, UR12, UR4, 0x18",0,45,,Uniform Datapath,,,,,,,,,,,
3017,00007ffc 59939180,"      IMAD.MOV.U32 R3, RZ, RZ, RZ",0,46,,Integer,,,,,,,,,,,
3018,00007ffc 59939190,"      USHF.R.S32.HI UR4, URZ, 0x1f, UR16",0,46,,Uniform Datapath,,,,,,,,,,,
3019,00007ffc 599391a0,"      IMAD.MOV.U32 R6, RZ, RZ, RZ",0,47,,Integer,,,,,,,,,,,
3020,00007ffc 599391b0,"      ULOP3.LUT UR18, UR5, 0x380, UR18, 0xf8, !UPT",0,47,,Uniform Datapath,,,,,,,,,,,
3021,00007ffc 599391c0,"      IMAD.MOV.U32 R5, RZ, RZ, RZ",0,48,,Integer,,,,,,,,,,,
3022,00007ffc 599391d0,"      ULEA.HI UR16, UR4, UR16, URZ, 0x8",0,48,,Uniform Datapath,,,,,,,,,,,
3023,00007ffc 599391e0,"      UIADD3 UR22, UPT, UPT, UR12, 0x8800, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3024,00007ffc 599391f0,"      LDS R2, [UR12+0x140]",0,49,,Load/Store,,,,,,,,,,,
3025,00007ffc 59939200,"      UIADD3 UR17, UPT, UPT, UR12, 0x20800, URZ",0,49,,Uniform Datapath,,,,,,,,,,,
3026,00007ffc 59939210,"      UIADD3 UR23, UPT, UPT, UR12, 0x2c800, URZ",0,49,,Uniform Datapath,,,,,,,,,,,
3027,00007ffc 59939220,"      UIADD3 UR24, UPT, UPT, UR12, 0x2f800, URZ",0,49,,Uniform Datapath,,,,,,,,,,,
3028,00007ffc 59939230,"      USHF.R.U32.HI UR22, URZ, 0x4, UR22",0,49,,Uniform Datapath,,,,,,,,,,,
3029,00007ffc 59939240,"      USHF.R.U32.HI UR17, URZ, 0x4, UR17",0,49,,Uniform Datapath,,,,,,,,,,,
3030,00007ffc 59939250,"      USHF.R.U32.HI UR23, URZ, 0x4, UR23",0,49,,Uniform Datapath,,,,,,,,,,,
3031,00007ffc 59939260,"      USHF.R.U32.HI UR24, URZ, 0x4, UR24",0,49,,Uniform Datapath,,,,,,,,,,,
3032,00007ffc 59939270,"      USHF.R.S32.HI UR16, URZ, 0x8, UR16",0,49,,Uniform Datapath,,,,,,,,,,,
3033,00007ffc 59939280,"      ULOP3.LUT UR22, UR22, 0x3fff, URZ, 0xc0, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3034,00007ffc 59939290,"      ULOP3.LUT UR17, UR17, 0x3fff, URZ, 0xc0, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3035,00007ffc 599392a0,"      ULOP3.LUT UR23, UR23, 0x3fff, URZ, 0xc0, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3036,00007ffc 599392b0,"      ULOP3.LUT UR24, UR24, 0x3fff, URZ, 0xc0, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3037,00007ffc 599392c0,"      UISETP.LT.AND UP0, UPT, UR16, 0x1, UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3038,00007ffc 599392d0,"      UMOV UR14, URZ",0,49,,Uniform Datapath,,,,,,,,,,,
3039,00007ffc 599392e0,"      UMOV UR13, URZ",0,49,,Uniform Datapath,,,,,,,,,,,
3040,00007ffc 599392f0,"      UISETP.GE.AND UP3, UPT, UR28, 0x1, UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3041,00007ffc 59939300,"      ULOP3.LUT UR22, UR22, 0x10000, URZ, 0xfc, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3042,00007ffc 59939310,"      ULOP3.LUT UR17, UR17, 0x10000, URZ, 0xfc, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3043,00007ffc 59939320,"      ULOP3.LUT UR23, UR23, 0x10000, URZ, 0xfc, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3044,00007ffc 59939330,"      ULOP3.LUT UR24, UR24, 0x10000, URZ, 0xfc, !UPT",0,49,,Uniform Datapath,,,,,,,,,,,
3045,00007ffc 59939340,"      USEL UR30, UR16, 0x1, !UP0",0,49,,Uniform Datapath,,,,,,,,,,,
3046,00007ffc 59939350,"      R2UR UR31, R2",0,49,,Uniform Datapath,,,,,,,,,,,
3047,00007ffc 59939360,"      UIADD3 UR10, UPT, UPT, UR31, 0x100, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3048,00007ffc 59939370,"      UIADD3 UR8, UPT, UPT, UR31, 0x104, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3049,00007ffc 59939380,"      UIADD3 UR6, UPT, UPT, UR31, 0x108, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3050,00007ffc 59939390,"      UIADD3 UR4, UPT, UPT, UR31, 0x10c, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3051,00007ffc 599393a0,"      UIADD3 UR11, UPT, UPT, UR31, 0x110, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3052,00007ffc 599393b0,"      UIADD3 UR9, UPT, UPT, UR31, 0x114, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3053,00007ffc 599393c0,"      UIADD3 UR7, UPT, UPT, UR31, 0x118, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3054,00007ffc 599393d0,"      UIADD3 UR5, UPT, UPT, UR31, 0x11c, URZ",0,48,,Uniform Datapath,,,,,,,,,,,
3055,00007ffc 599393e0,"      USHF.R.U32.HI UR51, URZ, 0x11, UR10",0,48,,Uniform Datapath,,,,,,,,,,,
3056,00007ffc 599393f0,"      USHF.R.U32.HI UR45, URZ, 0x11, UR8",0,48,,Uniform Datapath,,,,,,,,,,,
3057,00007ffc 59939400,"      USHF.R.U32.HI UR39, URZ, 0x11, UR6",0,48,,Uniform Datapath,,,,,,,,,,,
3058,00007ffc 59939410,"      USHF.R.U32.HI UR33, URZ, 0x11, UR4",0,48,,Uniform Datapath,,,,,,,,,,,
3059,00007ffc 59939420,"      USHF.R.U32.HI UR50, URZ, 0x1a, UR11",0,48,,Uniform Datapath,,,,,,,,,,,
3060,00007ffc 59939430,"      USHF.R.U32.HI UR44, URZ, 0x1a, UR9",0,48,,Uniform Datapath,,,,,,,,,,,
3061,00007ffc 59939440,"      USHF.R.U32.HI UR38, URZ, 0x1a, UR7",0,48,,Uniform Datapath,,,,,,,,,,,
3062,00007ffc 59939450,"      USHF.R.U32.HI UR32, URZ, 0x1a, UR5",0,48,,Uniform Datapath,,,,,,,,,,,
3063,00007ffc 59939460,"      ULOP3.LUT UR51, UR51, 0x6000, URZ, 0xc0, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3064,00007ffc 59939470,"      ULOP3.LUT UR45, UR45, 0x6000, URZ, 0xc0, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3065,00007ffc 59939480,"      ULOP3.LUT UR39, UR39, 0x6000, URZ, 0xc0, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3066,00007ffc 59939490,"      ULOP3.LUT UR33, UR33, 0x6000, URZ, 0xc0, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3067,00007ffc 599394a0,"      ULOP3.LUT UR50, UR18, 0x30, UR50, 0xf8, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3068,00007ffc 599394b0,"      ULOP3.LUT UR44, UR18, 0x30, UR44, 0xf8, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3069,00007ffc 599394c0,"      ULOP3.LUT UR38, UR18, 0x30, UR38, 0xf8, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3070,00007ffc 599394d0,"      ULOP3.LUT UR32, UR18, 0x30, UR32, 0xf8, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3071,00007ffc 599394e0,"      ULOP3.LUT UR51, UR51, 0x1020, URZ, 0xfc, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3072,00007ffc 599394f0,"      ULOP3.LUT UR45, UR45, 0x1020, URZ, 0xfc, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3073,00007ffc 59939500,"      ULOP3.LUT UR39, UR39, 0x1020, URZ, 0xfc, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3074,00007ffc 59939510,"      ULOP3.LUT UR33, UR33, 0x1020, URZ, 0xfc, !UPT",0,48,,Uniform Datapath,,,,,,,,,,,
3075,00007ffc 59939520,"      UPRMT UR51, UR50, 0x5410, UR51",0,48,,Uniform Datapath,,,,,,,,,,,
3076,00007ffc 59939530,"      UPRMT UR45, UR44, 0x5410, UR45",0,48,,Uniform Datapath,,,,,,,,,,,
